"ROLE_MBR_ID","ROLE_ID","MBR_ID","MBR_TYP_CD","OBJ_ID","VER_NBR"
"KC10038","KC99","10000000016","P","AAE016CCF7CD5107E040DC0A1F8A7C64","1"
"KC10039","KC99","10000000017","P","AAE016CCF7CE5107E040DC0A1F8A7C64","1"
"KC10040","KC99","10000000018","P","AAE016CCF7CF5107E040DC0A1F8A7C64","1"
"KC10041","KC99","10000000019","P","AAE016CCF7D05107E040DC0A1F8A7C64","1"
"KC10042","KC99","10000000020","P","AAE016CCF7D15107E040DC0A1F8A7C64","1"
"KC10043","KC99","10000000021","P","AAE016CCF7D25107E040DC0A1F8A7C64","1"
"KC10044","KC99","10000000022","P","AAE016CCF7D35107E040DC0A1F8A7C64","1"
"KC10045","KC99","10000000023","P","AAE016CCF7D45107E040DC0A1F8A7C64","1"
"KC10046","KC99","10000000024","P","AAE016CCF7D55107E040DC0A1F8A7C64","1"
"KC10047","KC99","10000000025","P","AAE016CCF7D65107E040DC0A1F8A7C64","1"
"KC10048","KC99","10000000026","P","AAE016CCF7D75107E040DC0A1F8A7C64","1"
"KC10049","KC99","10000000027","P","AAE016CCF7D85107E040DC0A1F8A7C64","1"
"KC10050","KC99","10000000028","P","AAE016CCF7D95107E040DC0A1F8A7C64","1"
"KC10051","KC99","10000000029","P","AAE016CCF7DA5107E040DC0A1F8A7C64","1"
"KC10052","KC99","10000000030","P","AAE016CCF7DB5107E040DC0A1F8A7C64","1"
"KC10053","KC99","10000000031","P","AAE016CCF7DC5107E040DC0A1F8A7C64","1"
"KC10054","KC99","10000000032","P","AAE016CCF7DD5107E040DC0A1F8A7C64","1"
"KC10055","KC99","10000000033","P","AAE016CCF7DE5107E040DC0A1F8A7C64","1"
"KC10056","KC99","10000000034","P","AAE016CCF7DF5107E040DC0A1F8A7C64","1"
"KC10057","KC99","10000000035","P","AAE016CCF7E05107E040DC0A1F8A7C64","1"
"KC10058","KC99","10000000036","P","AAE016CCF7E15107E040DC0A1F8A7C64","1"
"KC10059","KC99","10000000037","P","AAE016CCF7E25107E040DC0A1F8A7C64","1"
"KC10060","KC99","10000000038","P","AAE016CCF7E35107E040DC0A1F8A7C64","1"
"KC10061","KC99","10000000039","P","AAE016CCF7E45107E040DC0A1F8A7C64","1"
"KC10062","KC99","10000000040","P","AAE016CCF7E55107E040DC0A1F8A7C64","1"
"KC10063","KC99","10000000041","P","AAE016CCF7E65107E040DC0A1F8A7C64","1"
"KC10064","KC99","10000000042","P","AAE016CCF7E75107E040DC0A1F8A7C64","1"
"KC10065","KC99","10000000043","P","AAE016CCF7E85107E040DC0A1F8A7C64","1"
"KC10066","KC99","10000000044","P","AAE016CCF7E95107E040DC0A1F8A7C64","1"
"KC10067","KC99","10000000045","P","AAE016CCF7EA5107E040DC0A1F8A7C64","1"
"KC10068","KC99","10000000046","P","AAE016CCF7EB5107E040DC0A1F8A7C64","1"
"KC10069","KC99","10000000047","P","AAE016CCF7EC5107E040DC0A1F8A7C64","1"
"KC10070","KC99","10000000048","P","AAE016CCF7ED5107E040DC0A1F8A7C64","1"
"KC10071","KC99","10000000049","P","AAE016CCF7EE5107E040DC0A1F8A7C64","1"
"KC10072","KC99","10000000050","P","AAE016CCF7EF5107E040DC0A1F8A7C64","1"
"KC10073","KC99","10000000051","P","AAE016CCF7F05107E040DC0A1F8A7C64","1"
"KC10074","KC99","10000000052","P","AAE016CCF7F15107E040DC0A1F8A7C64","1"
"KC10075","KC99","10000000053","P","AAE016CCF7F25107E040DC0A1F8A7C64","1"
"KC10076","KC99","10000000054","P","AAE016CCF7F35107E040DC0A1F8A7C64","1"
"KC10077","KC99","10000000055","P","AAE016CCF7F45107E040DC0A1F8A7C64","1"
"KC10078","KC99","10000000112","P","AAE016CCF7F55107E040DC0A1F8A7C64","1"
"KC10079","KC99","10000000112","P","AAE016CCF7F65107E040DC0A1F8A7C64","1"
"KC10080","KC99","10000000116","P","AAE016CCF7F75107E040DC0A1F8A7C64","1"
"KC10081","KC99","10000000116","P","AAE016CCF7F85107E040DC0A1F8A7C64","1"
"KC10082","KC100","10000000049","P","AAE016CCF7F95107E040DC0A1F8A7C64","1"
"KC10083","KC100","10000000059","P","AAE016CCF7FA5107E040DC0A1F8A7C64","1"
"KC10084","KC101","10000000063","P","AAE016CCF7FB5107E040DC0A1F8A7C64","1"
"KC10085","KC104","10000000116","P","AAE016CCF7FD5107E040DC0A1F8A7C64","1"
"KC10086","KC104","10000000118","P","AAE016CCF7FE5107E040DC0A1F8A7C64","1"
"KC10087","KC105","10000000112","P","AAE016CCF8005107E040DC0A1F8A7C64","1"
"KC10088","KC105","10000000114","P","AAE016CCF8015107E040DC0A1F8A7C64","1"
"KC10089","KC105","10000000116","P","AAE016CCF8035107E040DC0A1F8A7C64","1"
"KC10090","KC110","quickstart","P","AAE016CCF8055107E040DC0A1F8A7C64","1"
"KC10091","KC111","quickstart","P","AAE016CCF8065107E040DC0A1F8A7C64","1"
"KC10092","KC111","quickstart","P","AAE016CCF8085107E040DC0A1F8A7C64","1"
"KC10093","KC111","quickstart","P","AAE016CCF80A5107E040DC0A1F8A7C64","1"
"KC10094","KC111","quickstart","P","AAE016CCF80C5107E040DC0A1F8A7C64","1"
"KC10095","KC111","10000000002","P","AAE016CCF80E5107E040DC0A1F8A7C64","1"
"KC10096","KC111","10000000002","P","AAE016CCF8105107E040DC0A1F8A7C64","1"
"KC10097","KC111","10000000002","P","AAE016CCF8125107E040DC0A1F8A7C64","1"
"KC10098","KC111","10000000002","P","AAE016CCF8145107E040DC0A1F8A7C64","1"
"KC10099","KC111","10000000004","P","AAE016CCF8165107E040DC0A1F8A7C64","1"
"KC10100","KC111","10000000005","P","AAE016CCF8185107E040DC0A1F8A7C64","1"
"KC10101","KC111","10000000006","P","AAE016CCF81A5107E040DC0A1F8A7C64","1"
"KC10102","KC111","10000000006","P","AAE016CCF81C5107E040DC0A1F8A7C64","1"
"KC10103","KC111","10000000006","P","AAE016CCF81E5107E040DC0A1F8A7C64","1"
"KC10104","KC111","10000000007","P","AAE016CCF8205107E040DC0A1F8A7C64","1"
"KC10105","KC111","10000000008","P","AAE016CCF8225107E040DC0A1F8A7C64","1"
"KC10106","KC112","10000000002","P","AAE016CCF8245107E040DC0A1F8A7C64","1"
"KC10107","KC115","quickstart","P","AAE016CCF8275107E040DC0A1F8A7C64","1"
"KC10108","KC116","10000000005","P","AAE016CCF82A5107E040DC0A1F8A7C64","1"
"KC10109","KC117","quickstart","P","AAE016CCF82D5107E040DC0A1F8A7C64","1"
"KC10110","KC118","10000000043","P","AAE016CCF8305107E040DC0A1F8A7C64","1"
"KC10111","KC118","10000000064","P","AAE016CCF8335107E040DC0A1F8A7C64","1"
"KC10112","KC122","10000000062","P","AAE016CCF8365107E040DC0A1F8A7C64","1"
"KC10113","KC123","10000000061","P","AAE016CCF8395107E040DC0A1F8A7C64","1"
"KC10114","KC125","quickstart","P","AAE016CCF83C5107E040DC0A1F8A7C64","1"
"KC10115","KC126","quickstart","P","AAE016CCF83F5107E040DC0A1F8A7C64","1"
"KC10116","KC126","quickstart","P","AAE016CCF8425107E040DC0A1F8A7C64","1"
"KC10117","KC127","10000000002","P","AAE016CCF8455107E040DC0A1F8A7C64","1"
"KC10118","KC127","10000000117","P","AAE016CCF8485107E040DC0A1F8A7C64","1"
"KC10119","KC128","quickstart","P","AAE016CCF84B5107E040DC0A1F8A7C64","1"
"KC10120","KC128","10000000112","P","AAE016CCF84E5107E040DC0A1F8A7C64","1"
"KC10121","KC128","10000000113","P","AAE016CCF8515107E040DC0A1F8A7C64","1"
"KC10122","KC129","quickstart","P","AAE016CCF8545107E040DC0A1F8A7C64","1"
"KC10123","KC129","10000000115","P","AAE016CCF8575107E040DC0A1F8A7C64","1"
"KC10124","KC129","10000000116","P","AAE016CCF85A5107E040DC0A1F8A7C64","1"
"KC10125","KC130","quickstart","P","AAE016CCF85D5107E040DC0A1F8A7C64","1"
"KC10126","KC130","quickstart","P","AAE016CCF8605107E040DC0A1F8A7C64","1"
"KC10127","KC130","quickstart","P","AAE016CCF8635107E040DC0A1F8A7C64","1"
"KC10128","KC131","quickstart","P","AAE016CCF8665107E040DC0A1F8A7C64","1"
"KC10129","KC131","10000000043","P","AAE016CCF8695107E040DC0A1F8A7C64","1"
"KC10130","KC134","10000000036","P","AAE016CCF86C5107E040DC0A1F8A7C64","1"
"KC10131","KC135","10000000036","P","AAE016CCF86E5107E040DC0A1F8A7C64","1"
"KC10132","KC140","quickstart","P","AAE016CCF86F5107E040DC0A1F8A7C64","1"
"KC10133","KC140","10000000043","P","AAE016CCF8725107E040DC0A1F8A7C64","1"
"KC10134","KC141","quickstart","P","AAE016CCF8755107E040DC0A1F8A7C64","1"
"KC10135","KC141","10000000043","P","AAE016CCF8785107E040DC0A1F8A7C64","1"
"KC10136","KC149","10000000112","P","AAE016CCF87B5107E040DC0A1F8A7C64","1"
"KC10137","KC149","10000000116","P","AAE016CCF87C5107E040DC0A1F8A7C64","1"
"KC10138","KC154","quickstart","P","AAE016CCF87D5107E040DC0A1F8A7C64","1"
"KC10139","KC155","quickstart","P","AAE016CCF8805107E040DC0A1F8A7C64","1"
"KC10140","KC156","quickstart","P","AAE016CCF8945107E040DC0A1F8A7C64","1"
"KC10141","KC156","10000000112","P","AAE016CCF8975107E040DC0A1F8A7C64","1"
"KC10142","KC10000","10000000043","P","AAE016CCF89A5107E040DC0A1F8A7C64","1"
"KC10143","KC10001","10000000043","P","AAE016CCF89B5107E040DC0A1F8A7C64","1"
"KC1284","KC98","1002001","G","AA3F29ECA97C77DAE040DC0A1F8A01CC","1"
"KC1287","KC98","1002001","G","AA3F2D15E62FECD8E040DC0A1F8A01D8","1"
"KC1288","KC99","KC149","R","AA3F29ECA97E77DAE040DC0A1F8A01CC","1"
"KC1289","KC99","KC128","R","AA3F29ECA97D77DAE040DC0A1F8A01CC","1"
"KC1290","KC157","KC128","R","AAE016CCF8AC5107E040DC0A1F8A7C64","1"
"KC1291","KC157","KC131","R","AAE016CCF8AF5107E040DC0A1F8A7C64","1"
