"ROLE_PERM_ID","ROLE_ID","PERM_ID","ACTV_IND","OBJ_ID","VER_NBR"
"KC1147","KC128","KC852","Y","AA3F29ECAA1E77DAE040DC0A1F8A01CC","1"
"KC1148","KC128","KC844","Y","AA3F29ECAA1C77DAE040DC0A1F8A01CC","1"
"KC1149","KC128","KC877","Y","AA3F29ECAA2877DAE040DC0A1F8A01CC","1"
"KC1150","KC128","KC881","Y","AA3F29ECAA2B77DAE040DC0A1F8A01CC","1"
"KC1151","KC128","KC882","Y","AA3F29ECAA2C77DAE040DC0A1F8A01CC","1"
"KC1152","KC128","KC883","Y","AA3F29ECAA2D77DAE040DC0A1F8A01CC","1"
"KC1153","KC128","KC856","Y","AA3F29ECAA2177DAE040DC0A1F8A01CC","1"
"KC1154","KC128","KC857","Y","AA3F29ECAA2277DAE040DC0A1F8A01CC","1"
"KC1155","KC128","KC878","Y","AA3F29ECAA2977DAE040DC0A1F8A01CC","1"
"KC1156","KC127","KC867","Y","AA3F29ECAA1477DAE040DC0A1F8A01CC","1"
"KC1157","KC127","KC865","Y","AA3F29ECAA1277DAE040DC0A1F8A01CC","1"
"KC1158","KC127","KC884","Y","AA3F29ECAA1577DAE040DC0A1F8A01CC","1"
"KC1159","KC127","KC864","Y","AA3F29ECAA1177DAE040DC0A1F8A01CC","1"
"KC1160","KC127","KC866","Y","AA3F29ECAA1377DAE040DC0A1F8A01CC","1"
"KC1161","KC126","KC845","Y","AA3F29ECAA0C77DAE040DC0A1F8A01CC","1"
"KC1162","KC126","KC858","Y","AA3F29ECAA0D77DAE040DC0A1F8A01CC","1"
"KC1163","KC126","KC868","Y","AA3F29ECAA0E77DAE040DC0A1F8A01CC","1"
"KC1164","KC124","KC859","Y","AA3F29ECAA0A77DAE040DC0A1F8A01CC","1"
"KC1165","KC123","KC868","Y","AA3F29ECAA0977DAE040DC0A1F8A01CC","1"
"KC1166","KC122","KC869","Y","AA3F29ECAA0877DAE040DC0A1F8A01CC","1"
"KC1167","KC128","KC891","Y","AA3F29ECAA3077DAE040DC0A1F8A01CC","1"
"KC1168","KC127","KC892","Y","AA3F29ECAA1677DAE040DC0A1F8A01CC","1"
"KC1169","KC110","KC893","Y","AA3F29ECA9E077DAE040DC0A1F8A01CC","1"
"KC1170","KC128","KC915","Y","AA3F29ECAA3177DAE040DC0A1F8A01CC","1"
"KC1171","KC127","KC916","Y","AA3F29ECAA1777DAE040DC0A1F8A01CC","1"
"KC1172","KC98","KC895","Y","AA3F29ECA9A577DAE040DC0A1F8A01CC","1"
"KC1173","KC98","KC898","Y","AA3F29ECA9A677DAE040DC0A1F8A01CC","1"
"KC1174","KC98","KC899","Y","AA3F29ECA9A777DAE040DC0A1F8A01CC","1"
"KC1175","KC98","KC903","Y","AA3F29ECA9A877DAE040DC0A1F8A01CC","1"
"KC1176","KC98","KC904","Y","AA3F29ECA9A977DAE040DC0A1F8A01CC","1"
"KC1177","KC98","KC905","Y","AA3F29ECA9AA77DAE040DC0A1F8A01CC","1"
"KC1179","KC98","KC907","Y","AA3F29ECA9AC77DAE040DC0A1F8A01CC","1"
"KC1180","KC98","163","Y","AA3F29ECA9B677DAE040DC0A1F8A01CC","1"
"KC1181","KC98","183","Y","AA3F29ECA9B777DAE040DC0A1F8A01CC","1"
"KC1182","KC98","298","Y","AA3F29ECA9AD77DAE040DC0A1F8A01CC","1"
"KC1183","KC98","299","Y","AA3F29ECA9AE77DAE040DC0A1F8A01CC","1"
"KC1184","KC98","149","Y","AA3F29ECA9B577DAE040DC0A1F8A01CC","1"
"KC1185","KC137","KC918","Y","AA3F29ECAA4B77DAE040DC0A1F8A01CC","1"
"KC1187","KC118","KC924","Y","AA3F29ECAA0677DAE040DC0A1F8A01CC","1"
"KC1188","KC118","KC930","Y","AA3F29ECAA0777DAE040DC0A1F8A01CC","1"
"KC1189","KC117","KC920","Y","AA3F29ECA9FA77DAE040DC0A1F8A01CC","1"
"KC1190","KC117","KC921","Y","AA3F29ECA9FB77DAE040DC0A1F8A01CC","1"
"KC1191","KC117","KC922","Y","AA3F29ECA9FC77DAE040DC0A1F8A01CC","1"
"KC1192","KC117","KC923","Y","AA3F29ECA9FD77DAE040DC0A1F8A01CC","1"
"KC1193","KC117","KC924","Y","AA3F29ECA9FE77DAE040DC0A1F8A01CC","1"
"KC1194","KC117","KC925","Y","AA3F29ECA9FF77DAE040DC0A1F8A01CC","1"
"KC1195","KC117","KC926","Y","AA3F29ECAA0077DAE040DC0A1F8A01CC","1"
"KC1196","KC117","KC927","Y","AA3F29ECAA0177DAE040DC0A1F8A01CC","1"
"KC1197","KC117","KC928","Y","AA3F29ECAA0277DAE040DC0A1F8A01CC","1"
"KC1198","KC117","KC929","Y","AA3F29ECAA0377DAE040DC0A1F8A01CC","1"
"KC1199","KC117","KC930","Y","AA3F29ECAA0477DAE040DC0A1F8A01CC","1"
"KC1200","KC117","KC931","Y","AA3F29ECAA0577DAE040DC0A1F8A01CC","1"
"KC1201","KC116","KC924","Y","AA3F29ECA9F377DAE040DC0A1F8A01CC","1"
"KC1202","KC116","KC926","Y","AA3F29ECA9F477DAE040DC0A1F8A01CC","1"
"KC1203","KC116","KC927","Y","AA3F29ECA9F577DAE040DC0A1F8A01CC","1"
"KC1204","KC116","KC928","Y","AA3F29ECA9F677DAE040DC0A1F8A01CC","1"
"KC1205","KC116","KC929","Y","AA3F29ECA9F777DAE040DC0A1F8A01CC","1"
"KC1206","KC116","KC930","Y","AA3F29ECA9F877DAE040DC0A1F8A01CC","1"
"KC1207","KC116","KC931","Y","AA3F29ECA9F977DAE040DC0A1F8A01CC","1"
"KC1209","KC138","KC924","Y","AA3F29ECAA4C77DAE040DC0A1F8A01CC","1"
"KC1210","KC128","KC933","Y","AA3F29ECAA3277DAE040DC0A1F8A01CC","1"
"KC1211","KC127","KC934","Y","AA3F29ECAA1877DAE040DC0A1F8A01CC","1"
"KC1212","KC115","KC939","Y","AA3F29ECA9EF77DAE040DC0A1F8A01CC","1"
"KC1213","KC115","KC938","Y","AA3F29ECA9EE77DAE040DC0A1F8A01CC","1"
"KC1214","KC115","KC936","Y","AA3F29ECA9ED77DAE040DC0A1F8A01CC","1"
"KC1215","KC115","KC940","Y","AA3F29ECA9F077DAE040DC0A1F8A01CC","1"
"KC1216","KC115","KC941","Y","AA3F29ECA9F177DAE040DC0A1F8A01CC","1"
"KC1217","KC115","KC942","Y","AA3F29ECA9F277DAE040DC0A1F8A01CC","1"
"KC1218","KC114","KC936","Y","AA3F29ECA9E977DAE040DC0A1F8A01CC","1"
"KC1219","KC114","KC941","Y","AA3F29ECA9EA77DAE040DC0A1F8A01CC","1"
"KC1220","KC114","KC942","Y","AA3F29ECA9EB77DAE040DC0A1F8A01CC","1"
"KC1221","KC113","KC939","Y","AA3F29ECA9E677DAE040DC0A1F8A01CC","1"
"KC1222","KC113","KC936","Y","AA3F29ECA9E577DAE040DC0A1F8A01CC","1"
"KC1223","KC113","KC942","Y","AA3F29ECA9E777DAE040DC0A1F8A01CC","1"
"KC1224","KC101","KC942","Y","AA3F29ECA9B977DAE040DC0A1F8A01CC","1"
"KC1225","KC102","KC941","Y","AA3F29ECA9BB77DAE040DC0A1F8A01CC","1"
"KC1226","KC112","KC937","Y","AA3F29ECA9E377DAE040DC0A1F8A01CC","1"
"KC1230","KC128","KC943","Y","AA3F29ECAA3377DAE040DC0A1F8A01CC","1"
"KC1231","KC127","KC944","Y","AA3F29ECAA1977DAE040DC0A1F8A01CC","1"
"KC1232","KC131","KC932","Y","AA3F29ECAA4A77DAE040DC0A1F8A01CC","1"
"KC1233","KC98","KC910","Y","AA3F29ECA9AF77DAE040DC0A1F8A01CC","1"
"KC1234","KC98","KC911","Y","AA3F29ECA9B077DAE040DC0A1F8A01CC","1"
"KC1235","KC98","KC912","Y","AA3F29ECA9B177DAE040DC0A1F8A01CC","1"
"KC1236","KC98","KC913","Y","AA3F29ECA9B277DAE040DC0A1F8A01CC","1"
"KC1237","KC98","KC914","Y","AA3F29ECA9B377DAE040DC0A1F8A01CC","1"
"KC1239","KC115","KC868","Y","AA3F29ECA9EC77DAE040DC0A1F8A01CC","1"
"KC1240","KC114","KC868","Y","AA3F29ECA9E877DAE040DC0A1F8A01CC","1"
"KC1241","KC113","KC868","Y","AA3F29ECA9E477DAE040DC0A1F8A01CC","1"
"KC1242","KC101","KC868","Y","AA3F29ECA9B877DAE040DC0A1F8A01CC","1"
"KC1243","KC102","KC868","Y","AA3F29ECA9BA77DAE040DC0A1F8A01CC","1"
"KC1244","KC112","KC868","Y","AA3F29ECA9E277DAE040DC0A1F8A01CC","1"
"KC1245","KC130","KC920","Y","AA3F29ECAA4377DAE040DC0A1F8A01CC","1"
"KC1246","KC130","KC923","Y","AA3F29ECAA4477DAE040DC0A1F8A01CC","1"
"KC1247","KC126","KC920","Y","AA3F29ECAA0F77DAE040DC0A1F8A01CC","1"
"KC1248","KC126","KC923","Y","AA3F29ECAA1077DAE040DC0A1F8A01CC","1"
"KC1249","KC139","KC917","Y","AA3F29ECAA5077DAE040DC0A1F8A01CC","1"
"KC1250","KC139","KC888","Y","AA3F29ECAA4D77DAE040DC0A1F8A01CC","1"
"KC1251","KC139","KC889","Y","AA3F29ECAA4E77DAE040DC0A1F8A01CC","1"
"KC1252","KC139","KC890","Y","AA3F29ECAA4F77DAE040DC0A1F8A01CC","1"
"KC1253","KC139","KC918","Y","AA3F29ECAA5177DAE040DC0A1F8A01CC","1"
"KC1254","KC139","KC919","Y","AA3F29ECAA5277DAE040DC0A1F8A01CC","1"
"KC1255","KC140","KC917","Y","AA3F29ECAA5677DAE040DC0A1F8A01CC","1"
"KC1256","KC140","KC888","Y","AA3F29ECAA5377DAE040DC0A1F8A01CC","1"
"KC1257","KC140","KC889","Y","AA3F29ECAA5477DAE040DC0A1F8A01CC","1"
"KC1258","KC140","KC890","Y","AA3F29ECAA5577DAE040DC0A1F8A01CC","1"
"KC1259","KC140","KC918","Y","AA3F29ECAA5777DAE040DC0A1F8A01CC","1"
"KC1260","KC140","KC919","Y","AA3F29ECAA5877DAE040DC0A1F8A01CC","1"
"KC1261","KC141","KC917","Y","AA3F29ECAA5C77DAE040DC0A1F8A01CC","1"
"KC1262","KC141","KC888","Y","AA3F29ECAA5977DAE040DC0A1F8A01CC","1"
"KC1263","KC141","KC889","Y","AA3F29ECAA5A77DAE040DC0A1F8A01CC","1"
"KC1264","KC141","KC890","Y","AA3F29ECAA5B77DAE040DC0A1F8A01CC","1"
"KC1265","KC141","KC918","Y","AA3F29ECAA5D77DAE040DC0A1F8A01CC","1"
"KC1266","KC141","KC919","Y","AA3F29ECAA5E77DAE040DC0A1F8A01CC","1"
"KC1267","KC142","KC918","Y","AA3F29ECAA5F77DAE040DC0A1F8A01CC","1"
"KC1268","KC143","KC863","Y","AA3F29ECAA6077DAE040DC0A1F8A01CC","1"
"KC1269","KC128","KC863","Y","AA3F29ECAA2377DAE040DC0A1F8A01CC","1"
"KC1270","KC128","KC947","Y","AA3F29ECAA3677DAE040DC0A1F8A01CC","1"
"KC1271","KC128","KC948","Y","AA3F29ECAA3777DAE040DC0A1F8A01CC","1"
"KC1272","KC143","KC945","Y","AA3F29ECAA6177DAE040DC0A1F8A01CC","1"
"KC1273","KC128","KC945","Y","AA3F29ECAA3477DAE040DC0A1F8A01CC","1"
"KC1274","KC143","KC946","Y","AA3F29ECAA6277DAE040DC0A1F8A01CC","1"
"KC1275","KC128","KC946","Y","AA3F29ECAA3577DAE040DC0A1F8A01CC","1"
"KC1276","KC128","KC959","Y","AA3F29ECAA3877DAE040DC0A1F8A01CC","1"
"KC1277","KC127","KC960","Y","AA3F29ECAA1A77DAE040DC0A1F8A01CC","1"
"KC1278","KC128","KC961","Y","AA3F29ECAA3A77DAE040DC0A1F8A01CC","1"
"KC1279","KC128","KC843","Y","AA3F29ECAA1B77DAE040DC0A1F8A01CC","1"
"KC1280","KC128","KC962","Y","AA3F29ECAA3B77DAE040DC0A1F8A01CC","1"
"KC1281","KC128","KC847","Y","AA3F29ECAA1D77DAE040DC0A1F8A01CC","1"
"KC1282","KC128","KC963","Y","AA3F29ECAA3977DAE040DC0A1F8A01CC","1"
"KC1283","KC150","KC865","Y","AA3F29ECAA6377DAE040DC0A1F8A01CC","1"
"KC1284","KC151","KC866","Y","AA3F29ECAA6477DAE040DC0A1F8A01CC","1"
"KC1285","KC98","KC906","Y","AA3F29ECA9AB77DAE040DC0A1F8A01CC","1"
"KC1286","KC131","KC964","Y","AA3F2E2DAD38D111E040DC0A1F8A01E3","1"
"KC1287","KC128","KC965","Y","AA3F2E2DAD37D111E040DC0A1F8A01E3","1"
"KC1288","KC125","KC895","Y","AA3F2E2DAD3CD111E040DC0A1F8A01E3","1"
"KC1289","KC125","KC898","Y","AA3F2E2DAD3DD111E040DC0A1F8A01E3","1"
"KC1290","KC125","KC899","Y","AA3F2E2DAD3ED111E040DC0A1F8A01E3","1"
"KC1291","KC125","KC903","Y","AA3F2E2DAD3FD111E040DC0A1F8A01E3","1"
"KC1292","KC125","KC904","Y","AA3F2E2DAD40D111E040DC0A1F8A01E3","1"
"KC1293","KC125","KC905","Y","AA3F2E2DAD41D111E040DC0A1F8A01E3","1"
"KC1294","KC125","KC906","Y","AA3F2E2DAD42D111E040DC0A1F8A01E3","1"
"KC1295","KC125","KC907","Y","AA3F2E2DAD43D111E040DC0A1F8A01E3","1"
"KC1296","KC125","163","Y","AA3F2E2DAD44D111E040DC0A1F8A01E3","1"
"KC1297","KC125","183","Y","AA3F2E2DAD45D111E040DC0A1F8A01E3","1"
"KC1298","KC125","298","Y","AA3F2E2DAD46D111E040DC0A1F8A01E3","1"
"KC1299","KC125","299","Y","AA3F2E2DAD47D111E040DC0A1F8A01E3","1"
"KC1300","KC125","306","Y","AA3F2E2DAD48D111E040DC0A1F8A01E3","1"
"KC1301","KC125","149","Y","AA3F2E2DAD49D111E040DC0A1F8A01E3","1"
"KC1302","KC125","KC910","Y","AA3F2E2DAD4AD111E040DC0A1F8A01E3","1"
"KC1303","KC125","KC911","Y","AA3F2E2DAD4BD111E040DC0A1F8A01E3","1"
"KC1304","KC125","KC912","Y","AA3F2E2DAD4CD111E040DC0A1F8A01E3","1"
"KC1305","KC125","KC913","Y","AA3F2E2DAD4DD111E040DC0A1F8A01E3","1"
"KC1306","KC125","KC914","Y","AA3F2E2DAD4ED111E040DC0A1F8A01E3","1"
"KC1307","KC125","KC894","Y","AA3F2E2DAD4FD111E040DC0A1F8A01E3","1"
"KC1308","KC125","155","Y","AA3F2E2DAD51D111E040DC0A1F8A01E3","1"
"KC1309","KC125","167","Y","AA3F2E2DAD52D111E040DC0A1F8A01E3","1"
"KC1310","KC125","180","Y","AA3F2E2DAD54D111E040DC0A1F8A01E3","1"
"KC1311","KC125","174","Y","AA3F2E2DAD55D111E040DC0A1F8A01E3","1"
"KC1312","KC125","168","Y","AA3F2E2DAD56D111E040DC0A1F8A01E3","1"
"KC1313","KC125","KC952","Y","AA3F2E2DAD57D111E040DC0A1F8A01E3","1"
"KC1314","KC98","KC952","Y","AA3F29ECA9B477DAE040DC0A1F8A01CC","1"
"KC1316","KC153","KC970","Y","AA3F2ECC2853ADD5E040DC0A1F8A01F1","1"
"KC1317","KC153","KC972","Y","AA3F2ECC2854ADD5E040DC0A1F8A01F1","1"
"KC1318","KC154","KC966","Y","AA3F2ECC2855ADD5E040DC0A1F8A01F1","1"
"KC1319","KC154","KC967","Y","AA3F2ECC2856ADD5E040DC0A1F8A01F1","1"
"KC1320","KC154","KC968","Y","AA3F2ECC2857ADD5E040DC0A1F8A01F1","1"
"KC1321","KC154","KC969","Y","AA3F2ECC2858ADD5E040DC0A1F8A01F1","1"
"KC1322","KC154","KC970","Y","AA3F2ECC2859ADD5E040DC0A1F8A01F1","1"
"KC1323","KC154","KC971","Y","AA3F2ECC285AADD5E040DC0A1F8A01F1","1"
"KC1324","KC154","KC972","Y","AA3F2ECC285BADD5E040DC0A1F8A01F1","1"
"KC1325","KC101","KC972","Y","AA3F2ECC285CADD5E040DC0A1F8A01F1","1"
"KC1326","KC101","KC970","Y","AA3F2ECC285DADD5E040DC0A1F8A01F1","1"
"KC1327","KC155","KC973","Y","AA3F2F383613EFB5E040DC0A1F8A01FB","1"
"KC1328","KC155","KC860","Y","AA3F2F383614EFB5E040DC0A1F8A01FB","1"
"KC1329","KC155","KC861","Y","AA3F2F383615EFB5E040DC0A1F8A01FB","1"
"KC1330","KC155","KC862","Y","AA3F2F383616EFB5E040DC0A1F8A01FB","1"
"KC1331","KC125","KC974","Y","AA3F2F5F1BDE0D45E040DC0A1F8A0205","1"
"KC1332","KC115","KC974","Y","AA3F2F5F1BDF0D45E040DC0A1F8A0205","1"
"KC1333","KC128","KC974","Y","AA3F2F5F1BE00D45E040DC0A1F8A0205","1"
"KC1334","KC131","KC974","Y","AA3F2F5F1BE10D45E040DC0A1F8A0205","1"
"KC1336","KC138","KC974","Y","AA3F2F5F1BE30D45E040DC0A1F8A0205","1"
"KC1337","KC156","KC976","Y","AA3F2F5F1BF10D45E040DC0A1F8A0205","1"
"KC1338","KC156","KC975","Y","AA3F2F5F1BF20D45E040DC0A1F8A0205","1"
"KC1339","KC156","KC977","Y","AA3F2F5F1BF30D45E040DC0A1F8A0205","1"
"KC1340","KC156","KC978","Y","AA3F2F5F1BF40D45E040DC0A1F8A0205","1"
"KC1341","KC156","KC979","Y","AA3F2F5F1BF50D45E040DC0A1F8A0205","1"
"KC1342","KC156","KC980","Y","AA3F2F5F1BF60D45E040DC0A1F8A0205","1"
"KC1343","KC156","KC981","Y","AA3F2F5F1BF70D45E040DC0A1F8A0205","1"
"KC1344","KC156","KC885","Y","AA3F2F5F1BF80D45E040DC0A1F8A0205","1"
"KC1345","KC110","KC982","Y","AA3F2F5F1BF90D45E040DC0A1F8A0205","1"
"KC1346","KC108","KC982","Y","AA3F2F5F1BFA0D45E040DC0A1F8A0205","1"
"KC1347","KC10002","KC848","Y","AAE016CCF89D5107E040DC0A1F8A7C64","1"
"KC1348","KC10002","KC860","Y","AAE016CCF89E5107E040DC0A1F8A7C64","1"
"KC1349","KC10002","KC850","Y","AAE016CCF89F5107E040DC0A1F8A7C64","1"
"KC1350","KC10002","KC862","Y","AAE016CCF8A05107E040DC0A1F8A7C64","1"
"KC1351","KC10002","KC849","Y","AAE016CCF8A15107E040DC0A1F8A7C64","1"
"KC1352","KC10002","KC861","Y","AAE016CCF8A25107E040DC0A1F8A7C64","1"
"KC1353","KC10002","KC851","Y","AAE016CCF8A35107E040DC0A1F8A7C64","1"
"KC1354","KC10002","KC871","Y","AAE016CCF8A45107E040DC0A1F8A7C64","1"
"KC1355","KC10002","KC982","Y","AAE016CCF8A55107E040DC0A1F8A7C64","1"
"KC1356","KC158","KC863","Y","AAE016CCF8B45107E040DC0A1F8A7C64","1"
"KC1357","KC159","KC891","Y","AAE016CCF8B65107E040DC0A1F8A7C64","1"
"KC1358","KC159","KC915","Y","AAE016CCF8B75107E040DC0A1F8A7C64","1"
"KC1359","KC160","KC891","Y","AAE016CCF8B95107E040DC0A1F8A7C64","1"
"KC1360","KC160","KC915","Y","AAE016CCF8BA5107E040DC0A1F8A7C64","1"
"KC1361","KC160","KC958","Y","AAE016CCF8BB5107E040DC0A1F8A7C64","1"
"KC1362","KC161","KC891","Y","AAE016CCF8BD5107E040DC0A1F8A7C64","1"
"KC1363","KC161","KC915","Y","AAE016CCF8BE5107E040DC0A1F8A7C64","1"
"KC1364","KC161","KC957","Y","AAE016CCF8BF5107E040DC0A1F8A7C64","1"
