"ATTR_DATA_ID","PERM_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KC1033","KC892","3","13","QuestionnaireMaintenanceDocument","AA3F29ECA8FE77DAE040DC0A1F8A01CC","1"
"KC1034","KC894","3","13","KC","AA3F29ECA90177DAE040DC0A1F8A01CC","1"
"KC1035","KC895","3","13","KC","AA3F29ECA90377DAE040DC0A1F8A01CC","1"
"KC1036","KC896","3","13","KC","AA3F29ECA90577DAE040DC0A1F8A01CC","1"
"KC1037","KC897","3","13","KC","AA3F29ECA90777DAE040DC0A1F8A01CC","1"
"KC1038","KC898","8","13","KC","AA3F29ECA90977DAE040DC0A1F8A01CC","1"
"KC1039","KC899","59","13","KC","AA3F29ECA90B77DAE040DC0A1F8A01CC","1"
"KC1040","KC899","59","8","false","AA3F29ECA90C77DAE040DC0A1F8A01CC","1"
"KC1041","KC900","5","14","A","AA3F29ECA90E77DAE040DC0A1F8A01CC","1"
"KC1042","KC900","5","13","KC","AA3F29ECA90F77DAE040DC0A1F8A01CC","1"
"KC1043","KC901","5","14","F","AA3F29ECA91177DAE040DC0A1F8A01CC","1"
"KC1044","KC901","5","13","KC","AA3F29ECA91277DAE040DC0A1F8A01CC","1"
"KC1045","KC902","5","14","K","AA3F29ECA91477DAE040DC0A1F8A01CC","1"
"KC1046","KC902","5","13","KC","AA3F29ECA91577DAE040DC0A1F8A01CC","1"
"KC1047","KC903","3","13","KcMaintenanceDocument","AA3F29ECA91777DAE040DC0A1F8A01CC","1"
"KC1048","KC904","18","4","KC*","AA3F29ECA91977DAE040DC0A1F8A01CC","1"
"KC1049","KC905","19","4","KC*","AA3F29ECA91B77DAE040DC0A1F8A01CC","1"
"KC1050","KC906","20","4","KC*","AA3F29ECA91D77DAE040DC0A1F8A01CC","1"
"KC1051","KC907","16","4","KC*","AA3F29ECA91F77DAE040DC0A1F8A01CC","1"
"KC1052","KC910","3","13","ProposalDevelopmentDocument","AA3F29ECA92377DAE040DC0A1F8A01CC","1"
"KC1053","KC911","3","13","ProtocolDocument","AA3F29ECA92577DAE040DC0A1F8A01CC","1"
"KC1054","KC912","3","13","CommitteeDocument","AA3F29ECA92777DAE040DC0A1F8A01CC","1"
"KC1055","KC913","3","13","AwardDocument","AA3F29ECA92977DAE040DC0A1F8A01CC","1"
"KC1056","KC914","3","13","TimeAndMoneyDocument","AA3F29ECA92B77DAE040DC0A1F8A01CC","1"
"KC1057","KC915","3","13","QuestionMaintenanceDocument","AA3F29ECA92D77DAE040DC0A1F8A01CC","1"
"KC1058","KC916","3","13","QuestionMaintenanceDocument","AA3F29ECA92F77DAE040DC0A1F8A01CC","1"
"KC1059","KC917","3","13","ProposalLogMaintenanceDocument","AA3F29ECA93177DAE040DC0A1F8A01CC","1"
"KC1060","KC918","3","13","ProposalLogMaintenanceDocument","AA3F29ECA93377DAE040DC0A1F8A01CC","1"
"KC1061","KC919","3","13","ProposalLogMaintenanceDocument","AA3F29ECA93577DAE040DC0A1F8A01CC","1"
"KC1062","KC920","3","13","InstitutionalProposalDocument","AA3F29ECA93777DAE040DC0A1F8A01CC","1"
"KC1063","KC921","3","13","InstitutionalProposalDocument","AA3F29ECA93977DAE040DC0A1F8A01CC","1"
"KC1064","KC922","3","13","InstitutionalProposalDocument","AA3F29ECA93B77DAE040DC0A1F8A01CC","1"
"KC1065","KC923","3","13","InstitutionalProposalDocument","AA3F29ECA93D77DAE040DC0A1F8A01CC","1"
"KC1066","KC924","3","13","InstitutionalProposalDocument","AA3F29ECA93F77DAE040DC0A1F8A01CC","1"
"KC1067","KC925","3","13","InstitutionalProposalDocument","AA3F29ECA94177DAE040DC0A1F8A01CC","1"
"KC1068","KC926","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94377DAE040DC0A1F8A01CC","1"
"KC1069","KC927","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94577DAE040DC0A1F8A01CC","1"
"KC1070","KC928","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94777DAE040DC0A1F8A01CC","1"
"KC1071","KC929","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94977DAE040DC0A1F8A01CC","1"
"KC1072","KC930","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94B77DAE040DC0A1F8A01CC","1"
"KC1073","KC931","3","13","IntellectualPropertyReviewMaintenanceDocument","AA3F29ECA94D77DAE040DC0A1F8A01CC","1"
"KC1074","KC932","18","18","OSP Administrator","AA3F29ECA94F77DAE040DC0A1F8A01CC","1"
"KC1075","KC933","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","AA3F29ECA95177DAE040DC0A1F8A01CC","1"
"KC1076","KC934","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","AA3F29ECA95377DAE040DC0A1F8A01CC","1"
"KC1077","KC935","3","13","AwardBudgetDocument","AA3F29ECA95577DAE040DC0A1F8A01CC","1"
"KC1078","KC936","3","13","AwardBudgetDocument","AA3F29ECA95777DAE040DC0A1F8A01CC","1"
"KC1079","KC936","3","13","AwardBudgetDocument","AA3F29ECA95877DAE040DC0A1F8A01CC","1"
"KC1080","KC937","3","13","AwardBudgetDocument","AA3F29ECA95A77DAE040DC0A1F8A01CC","1"
"KC1081","KC938","3","13","AwardBudgetDocument","AA3F29ECA95C77DAE040DC0A1F8A01CC","1"
"KC1082","KC939","3","13","AwardBudgetDocument","AA3F29ECA95E77DAE040DC0A1F8A01CC","1"
"KC1083","KC940","3","13","AwardBudgetDocument","AA3F29ECA96077DAE040DC0A1F8A01CC","1"
"KC1084","KC941","KC73","13","AwardBudgetDocument","AA3F29ECA96277DAE040DC0A1F8A01CC","1"
"KC1085","KC943","3","13","BatchCorrespondenceDetailMaintenanceDocument","AA3F29ECA96577DAE040DC0A1F8A01CC","1"
"KC1086","KC944","3","13","BatchCorrespondenceDetailMaintenanceDocument","AA3F29ECA96777DAE040DC0A1F8A01CC","1"
"KC1087","KC945","KC73","13","ProtocolDocument","AA3F29ECA96977DAE040DC0A1F8A01CC","1"
"KC1088","KC945","KC73","KC49","reviewComments","AA3F29ECA96A77DAE040DC0A1F8A01CC","1"
"KC1089","KC946","KC73","13","ProtocolOnlineReviewDocument","AA3F29ECA96C77DAE040DC0A1F8A01CC","1"
"KC1090","KC946","KC73","KC49","reviewComments","AA3F29ECA96D77DAE040DC0A1F8A01CC","1"
"KC1091","KC947","KC73","13","ProtocolDocument","AA3F29ECA96F77DAE040DC0A1F8A01CC","1"
"KC1092","KC947","KC73","KC49","onlineReviews","AA3F29ECA97077DAE040DC0A1F8A01CC","1"
"KC1093","KC948","3","13","CommitteeDocument","AA3F29ECA97277DAE040DC0A1F8A01CC","1"
"KC1096","KC952","21","4","KC*","AA3F29ECA97977DAE040DC0A1F8A01CC","1"
"KC1103","KC959","3","13","ProtocolNotificationTemplateMaintenanceDocument","AA3F29ECA97477DAE040DC0A1F8A01CC","1"
"KC1104","KC960","3","13","ProtocolNotificationTemplateMaintenanceDocument","AA3F29ECA97677DAE040DC0A1F8A01CC","1"
"KC1105","KC964","KC74","13","AwardDocument","AA3F2E2DAD35D111E040DC0A1F8A01E3","1"
"KC1106","KC964","KC74","KC50","Create award account","AA3F2E2DAD36D111E040DC0A1F8A01E3","1"
"KC1107","KC966","3","13","TimeAndMoneyDocument","AA3F2ECC284AADD5E040DC0A1F8A01F1","1"
"KC1108","KC967","3","13","TimeAndMoneyDocument","AA3F2ECC284BADD5E040DC0A1F8A01F1","1"
"KC1109","KC968","3","13","TimeAndMoneyDocument","AA3F2ECC284CADD5E040DC0A1F8A01F1","1"
"KC1110","KC969","3","13","TimeAndMoneyDocument","AA3F2ECC284DADD5E040DC0A1F8A01F1","1"
"KC1111","KC970","3","13","TimeAndMoneyDocument","AA3F2ECC284EADD5E040DC0A1F8A01F1","1"
"KC1112","KC971","3","13","TimeAndMoneyDocument","AA3F2ECC284FADD5E040DC0A1F8A01F1","1"
"KC1113","KC972","3","13","TimeAndMoneyDocument","AA3F2ECC2850ADD5E040DC0A1F8A01F1","1"
"KC1114","KC973","KC74","KC50","delete_proposal","AA3F2F383610EFB5E040DC0A1F8A01FB","1"
"KC1115","KC973","KC74","13","ProposalDevelopmentDocument","AA3F2F383611EFB5E040DC0A1F8A01FB","1"
"KC1116","KC982","KC73","KC49","budget","AA3F2F5F1BEF0D45E040DC0A1F8A0205","1"
"KC1117","KC982","KC73","13","ProposalDevelopmentDocument","AA3F2F5F1BF00D45E040DC0A1F8A0205","1"
"KC946","KC842","3","13","ProposalDevelopmentDocument","AA3F29ECA87577DAE040DC0A1F8A01CC","1"
"KC947","KC843","3","13","ProtocolDocument","AA3F29ECA87777DAE040DC0A1F8A01CC","1"
"KC948","KC844","3","13","CommitteeDocument","AA3F29ECA87977DAE040DC0A1F8A01CC","1"
"KC949","KC845","3","13","AwardDocument","AA3F29ECA87B77DAE040DC0A1F8A01CC","1"
"KC950","KC846","3","13","ProposalDevelopmentDocument","AA3F29ECA87D77DAE040DC0A1F8A01CC","1"
"KC951","KC847","3","13","ProtocolDocument","AA3F29ECA87F77DAE040DC0A1F8A01CC","1"
"KC952","KC848","KC73","13","ProposalDevelopmentDocument","AA3F29ECA88177DAE040DC0A1F8A01CC","1"
"KC953","KC848","KC73","KC49","proposal","AA3F29ECA88277DAE040DC0A1F8A01CC","1"
"KC954","KC849","KC73","KC49","budget","AA3F29ECA88477DAE040DC0A1F8A01CC","1"
"KC955","KC849","KC73","13","ProposalDevelopmentDocument","AA3F29ECA88577DAE040DC0A1F8A01CC","1"
"KC956","KC850","KC73","13","ProposalDevelopmentDocument","AA3F29ECA88777DAE040DC0A1F8A01CC","1"
"KC957","KC850","KC73","KC49","narrative","AA3F29ECA88877DAE040DC0A1F8A01CC","1"
"KC958","KC851","KC73","13","ProposalDevelopmentDocument","AA3F29ECA88A77DAE040DC0A1F8A01CC","1"
"KC959","KC851","KC73","KC49","proposal_permissions","AA3F29ECA88B77DAE040DC0A1F8A01CC","1"
"KC960","KC852","KC73","KC49","protocol","AA3F29ECA88D77DAE040DC0A1F8A01CC","1"
"KC961","KC852","KC73","13","ProtocolDocument","AA3F29ECA88E77DAE040DC0A1F8A01CC","1"
"KC962","KC853","KC73","KC49","protocol_permissions","AA3F29ECA89077DAE040DC0A1F8A01CC","1"
"KC963","KC853","KC73","13","ProtocolDocument","AA3F29ECA89177DAE040DC0A1F8A01CC","1"
"KC964","KC854","KC73","KC49","committee","AA3F29ECA89377DAE040DC0A1F8A01CC","1"
"KC965","KC854","KC73","13","CommitteeDocument","AA3F29ECA89477DAE040DC0A1F8A01CC","1"
"KC966","KC855","KC73","13","CommitteeDocument","AA3F29ECA89677DAE040DC0A1F8A01CC","1"
"KC967","KC855","KC73","KC49","schedule","AA3F29ECA89777DAE040DC0A1F8A01CC","1"
"KC968","KC856","KC73","13","CommitteeDocument","AA3F29ECA89977DAE040DC0A1F8A01CC","1"
"KC969","KC856","KC73","KC49","members","AA3F29ECA89A77DAE040DC0A1F8A01CC","1"
"KC970","KC857","KC73","KC49","minutes","AA3F29ECA89C77DAE040DC0A1F8A01CC","1"
"KC971","KC857","KC73","13","MeetingManagementDocument","AA3F29ECA89D77DAE040DC0A1F8A01CC","1"
"KC972","KC858","KC73","KC49","award","AA3F29ECA89F77DAE040DC0A1F8A01CC","1"
"KC973","KC858","KC73","13","AwardDocument","AA3F29ECA8A077DAE040DC0A1F8A01CC","1"
"KC974","KC859","KC73","13","AwardDocument","AA3F29ECA8A277DAE040DC0A1F8A01CC","1"
"KC975","KC859","KC73","KC49","attachments","AA3F29ECA8A377DAE040DC0A1F8A01CC","1"
"KC976","KC860","KC73","13","ProposalDevelopmentDocument","AA3F29ECA8A577DAE040DC0A1F8A01CC","1"
"KC977","KC860","KC73","KC49","proposal","AA3F29ECA8A677DAE040DC0A1F8A01CC","1"
"KC978","KC861","KC73","KC49","budget","AA3F29ECA8A877DAE040DC0A1F8A01CC","1"
"KC979","KC861","KC73","13","ProposalDevelopmentDocument","AA3F29ECA8A977DAE040DC0A1F8A01CC","1"
"KC980","KC862","KC73","KC49","narrative","AA3F29ECA8AB77DAE040DC0A1F8A01CC","1"
"KC981","KC862","KC73","13","ProposalDevelopmentDocument","AA3F29ECA8AC77DAE040DC0A1F8A01CC","1"
"KC982","KC863","KC73","13","ProtocolDocument","AA3F29ECA8AE77DAE040DC0A1F8A01CC","1"
"KC983","KC863","KC73","KC49","protocol","AA3F29ECA8AF77DAE040DC0A1F8A01CC","1"
"KC984","KC864","KC73","KC49","minutes","AA3F29ECA8B177DAE040DC0A1F8A01CC","1"
"KC985","KC864","KC73","13","MeetingManagementDocument","AA3F29ECA8B277DAE040DC0A1F8A01CC","1"
"KC986","KC865","KC73","KC49","committee","AA3F29ECA8B477DAE040DC0A1F8A01CC","1"
"KC987","KC865","KC73","13","CommitteeDocument","AA3F29ECA8B577DAE040DC0A1F8A01CC","1"
"KC988","KC866","KC73","13","CommitteeDocument","AA3F29ECA8B777DAE040DC0A1F8A01CC","1"
"KC989","KC866","KC73","KC49","schedule","AA3F29ECA8B877DAE040DC0A1F8A01CC","1"
"KC990","KC867","KC73","13","MeetingManagementDocument","AA3F29ECA8BA77DAE040DC0A1F8A01CC","1"
"KC991","KC867","KC73","KC49","agenda","AA3F29ECA8BB77DAE040DC0A1F8A01CC","1"
"KC992","KC868","KC73","KC49","award","AA3F29ECA8BD77DAE040DC0A1F8A01CC","1"
"KC993","KC868","KC73","13","AwardDocument","AA3F29ECA8BE77DAE040DC0A1F8A01CC","1"
"KC994","KC869","KC73","KC49","attachments","AA3F29ECA8C077DAE040DC0A1F8A01CC","1"
"KC995","KC869","KC73","13","AwardDocument","AA3F29ECA8C177DAE040DC0A1F8A01CC","1"
"KC996","KC870","KC74","13","ProposalDevelopmentDocument","AA3F29ECA8C377DAE040DC0A1F8A01CC","1"
"KC997","KC870","KC74","KC50","alter_master_data","AA3F29ECA8C477DAE040DC0A1F8A01CC","1"
"KC998","KC871","KC74","13","ProposalDevelopmentDocument","AA3F29ECA8C677DAE040DC0A1F8A01CC","1"
"KC999","KC871","KC74","KC50","print","AA3F29ECA8C777DAE040DC0A1F8A01CC","1"
