"ATTR_DATA_ID","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KC10041","KC10092","KC68","KC47","BL-IIDC","AAE016CCF8095107E040DC0A1F8A7C64","1"
"KC10042","KC10093","KC68","KC47","IN-CARD","AAE016CCF80B5107E040DC0A1F8A7C64","1"
"KC10043","KC10094","KC68","KC47","IN-CARR","AAE016CCF80D5107E040DC0A1F8A7C64","1"
"KC10044","KC10095","KC68","KC47","000001","AAE016CCF80F5107E040DC0A1F8A7C64","1"
"KC10045","KC10096","KC68","KC47","BL-IIDC","AAE016CCF8115107E040DC0A1F8A7C64","1"
"KC10046","KC10097","KC68","KC47","IN-CARD","AAE016CCF8135107E040DC0A1F8A7C64","1"
"KC10047","KC10098","KC68","KC47","IN-CARR","AAE016CCF8155107E040DC0A1F8A7C64","1"
"KC10048","KC10099","KC68","KC47","000001","AAE016CCF8175107E040DC0A1F8A7C64","1"
"KC10049","KC10100","KC68","KC47","BL-BL","AAE016CCF8195107E040DC0A1F8A7C64","1"
"KC10050","KC10101","KC68","KC47","BL-IIDC","AAE016CCF81B5107E040DC0A1F8A7C64","1"
"KC10051","KC10102","KC68","KC47","IN-MDEP","AAE016CCF81D5107E040DC0A1F8A7C64","1"
"KC10052","KC10103","KC68","KC47","IN-PED","AAE016CCF81F5107E040DC0A1F8A7C64","1"
"KC10053","KC10104","KC68","KC47","000001","AAE016CCF8215107E040DC0A1F8A7C64","1"
"KC10054","KC10105","KC68","KC47","IN-MED","AAE016CCF8235107E040DC0A1F8A7C64","1"
"KC10055","KC10106","KC69","KC47","000001","AAE016CCF8255107E040DC0A1F8A7C64","1"
"KC10056","KC10106","KC69","KC48","Y","AAE016CCF8265107E040DC0A1F8A7C64","1"
"KC10057","KC10107","KC69","KC47","000001","AAE016CCF8285107E040DC0A1F8A7C64","1"
"KC10058","KC10107","KC69","KC48","Y","AAE016CCF8295107E040DC0A1F8A7C64","1"
"KC10059","KC10108","KC69","KC47","000001","AAE016CCF82B5107E040DC0A1F8A7C64","1"
"KC10060","KC10108","KC69","KC48","Y","AAE016CCF82C5107E040DC0A1F8A7C64","1"
"KC10061","KC10109","KC69","KC47","000001","AAE016CCF82E5107E040DC0A1F8A7C64","1"
"KC10062","KC10109","KC69","KC48","Y","AAE016CCF82F5107E040DC0A1F8A7C64","1"
"KC10063","KC10110","KC69","KC47","000001","AAE016CCF8315107E040DC0A1F8A7C64","1"
"KC10064","KC10110","KC69","KC48","Y","AAE016CCF8325107E040DC0A1F8A7C64","1"
"KC10065","KC10111","KC69","KC47","000001","AAE016CCF8345107E040DC0A1F8A7C64","1"
"KC10066","KC10111","KC69","KC48","Y","AAE016CCF8355107E040DC0A1F8A7C64","1"
"KC10067","KC10112","KC69","KC47","000001","AAE016CCF8375107E040DC0A1F8A7C64","1"
"KC10068","KC10112","KC69","KC48","Y","AAE016CCF8385107E040DC0A1F8A7C64","1"
"KC10069","KC10113","KC69","KC47","000001","AAE016CCF83A5107E040DC0A1F8A7C64","1"
"KC10070","KC10113","KC69","KC48","Y","AAE016CCF83B5107E040DC0A1F8A7C64","1"
"KC10071","KC10114","KC69","KC47","000001","AAE016CCF83D5107E040DC0A1F8A7C64","1"
"KC10072","KC10114","KC69","KC48","Y","AAE016CCF83E5107E040DC0A1F8A7C64","1"
"KC10073","KC10115","KC69","KC47","000001","AAE016CCF8405107E040DC0A1F8A7C64","1"
"KC10074","KC10115","KC69","KC48","Y","AAE016CCF8415107E040DC0A1F8A7C64","1"
"KC10075","KC10116","KC69","KC47","000001","AAE016CCF8435107E040DC0A1F8A7C64","1"
"KC10076","KC10116","KC69","KC48","Y","AAE016CCF8445107E040DC0A1F8A7C64","1"
"KC10077","KC10117","KC69","KC47","000001","AAE016CCF8465107E040DC0A1F8A7C64","1"
"KC10078","KC10117","KC69","KC48","N","AAE016CCF8475107E040DC0A1F8A7C64","1"
"KC10079","KC10118","KC69","KC47","000001","AAE016CCF8495107E040DC0A1F8A7C64","1"
"KC10080","KC10118","KC69","KC48","Y","AAE016CCF84A5107E040DC0A1F8A7C64","1"
"KC10081","KC10119","KC69","KC47","000001","AAE016CCF84C5107E040DC0A1F8A7C64","1"
"KC10082","KC10119","KC69","KC48","Y","AAE016CCF84D5107E040DC0A1F8A7C64","1"
"KC10083","KC10120","KC69","KC47","000001","AAE016CCF84F5107E040DC0A1F8A7C64","1"
"KC10084","KC10120","KC69","KC48","Y","AAE016CCF8505107E040DC0A1F8A7C64","1"
"KC10085","KC10121","KC69","KC47","IN-CARD","AAE016CCF8525107E040DC0A1F8A7C64","1"
"KC10086","KC10121","KC69","KC48","Y","AAE016CCF8535107E040DC0A1F8A7C64","1"
"KC10087","KC10122","KC69","KC47","000001","AAE016CCF8555107E040DC0A1F8A7C64","1"
"KC10088","KC10122","KC69","KC48","Y","AAE016CCF8565107E040DC0A1F8A7C64","1"
"KC10089","KC10123","KC69","KC47","000001","AAE016CCF8585107E040DC0A1F8A7C64","1"
"KC10090","KC10123","KC69","KC48","Y","AAE016CCF8595107E040DC0A1F8A7C64","1"
"KC10091","KC10124","KC69","KC47","000001","AAE016CCF85B5107E040DC0A1F8A7C64","1"
"KC10092","KC10124","KC69","KC48","Y","AAE016CCF85C5107E040DC0A1F8A7C64","1"
"KC10093","KC10125","KC69","KC47","000001","AAE016CCF85E5107E040DC0A1F8A7C64","1"
"KC10094","KC10125","KC69","KC48","N","AAE016CCF85F5107E040DC0A1F8A7C64","1"
"KC10095","KC10126","KC69","KC47","BL-IIDC","AAE016CCF8615107E040DC0A1F8A7C64","1"
"KC10096","KC10126","KC69","KC48","N","AAE016CCF8625107E040DC0A1F8A7C64","1"
"KC10097","KC10127","KC69","KC47","IN-CARD","AAE016CCF8645107E040DC0A1F8A7C64","1"
"KC10098","KC10127","KC69","KC48","N","AAE016CCF8655107E040DC0A1F8A7C64","1"
"KC10099","KC10128","KC69","KC47","000001","AAE016CCF8675107E040DC0A1F8A7C64","1"
"KC10100","KC10128","KC69","KC48","Y","AAE016CCF8685107E040DC0A1F8A7C64","1"
"KC10101","KC10129","KC69","KC47","000001","AAE016CCF86A5107E040DC0A1F8A7C64","1"
"KC10102","KC10129","KC69","KC48","Y","AAE016CCF86B5107E040DC0A1F8A7C64","1"
"KC10103","KC10130","KC68","KC47","BL-IIDC","AAE016CCF86D5107E040DC0A1F8A7C64","1"
"KC10104","KC10132","KC69","KC47","000001","AAE016CCF8705107E040DC0A1F8A7C64","1"
"KC10105","KC10132","KC69","KC48","Y","AAE016CCF8715107E040DC0A1F8A7C64","1"
"KC10106","KC10133","KC69","KC47","000001","AAE016CCF8735107E040DC0A1F8A7C64","1"
"KC10107","KC10133","KC69","KC48","Y","AAE016CCF8745107E040DC0A1F8A7C64","1"
"KC10108","KC10134","KC69","KC47","000001","AAE016CCF8765107E040DC0A1F8A7C64","1"
"KC10109","KC10134","KC69","KC48","Y","AAE016CCF8775107E040DC0A1F8A7C64","1"
"KC10110","KC10135","KC69","KC47","000001","AAE016CCF8795107E040DC0A1F8A7C64","1"
"KC10111","KC10135","KC69","KC48","Y","AAE016CCF87A5107E040DC0A1F8A7C64","1"
"KC10112","KC10138","KC69","KC47","000001","AAE016CCF87E5107E040DC0A1F8A7C64","1"
"KC10113","KC10138","KC69","KC48","Y","AAE016CCF87F5107E040DC0A1F8A7C64","1"
"KC10114","KC10139","KC69","KC47","000001","AAE016CCF8815107E040DC0A1F8A7C64","1"
"KC10115","KC10140","KC69","KC47","000001","AAE016CCF8955107E040DC0A1F8A7C64","1"
"KC10116","KC10140","KC69","KC48","Y","AAE016CCF8965107E040DC0A1F8A7C64","1"
"KC10117","KC10141","KC69","KC47","000001","AAE016CCF8985107E040DC0A1F8A7C64","1"
"KC10118","KC10141","KC69","KC48","Y","AAE016CCF8995107E040DC0A1F8A7C64","1"
"KC1118","KC1290","KC69","KC47","000001","AAE016CCF8AD5107E040DC0A1F8A7C64","1"
"KC1119","KC1290","KC69","KC48","Y","AAE016CCF8AE5107E040DC0A1F8A7C64","1"
"KC1120","KC1291","KC69","KC47","000001","AAE016CCF8B05107E040DC0A1F8A7C64","1"
"KC1121","KC1291","KC69","KC48","Y","AAE016CCF8B15107E040DC0A1F8A7C64","1"
