"ENTITY_EMP_ID","ENTITY_ID","ENTITY_AFLTN_ID","EMP_STAT_CD","EMP_TYP_CD","PRMRY_IND","ACTV_IND","PRMRY_DEPT_CD","EMP_ID","EMP_REC_ID","OBJ_ID","VER_NBR"
"10036","10036","10036","A","P","Y","Y","000001","odevries","1","AA51CAC0EA2B7EC0E040DC0A1F8A40D0","1"
"10037","10037","10037","A","P","Y","Y","000001","dxdevane","1","AA51CAC0EA2C7EC0E040DC0A1F8A40D0","1"
"10038","10038","10038","A","P","Y","Y","000001","psmock","1","AA51CAC0EA2D7EC0E040DC0A1F8A40D0","1"
"10039","10039","10039","A","P","Y","Y","000001","lvclinks","1","AA51CAC0EA2E7EC0E040DC0A1F8A40D0","1"
"10040","10040","10040","A","P","Y","Y","000001","brunelle","1","AA51CAC0EA2F7EC0E040DC0A1F8A40D0","1"
"10041","10041","10041","A","P","Y","Y","000001","cbernal","1","AA51CAC0EA307EC0E040DC0A1F8A40D0","1"
"10042","10042","10042","A","P","Y","Y","000001","borst","1","AA51CAC0EA317EC0E040DC0A1F8A40D0","1"
"10043","10043","10043","A","P","Y","Y","000001","wsoileau","1","AA51CAC0EA327EC0E040DC0A1F8A40D0","1"
"10044","10044","10044","A","P","Y","Y","000001","burd","1","AA51CAC0EA337EC0E040DC0A1F8A40D0","1"
"10045","10045","10045","A","P","Y","Y","000001","engel","1","AA51CAC0EA347EC0E040DC0A1F8A40D0","1"
"10046","10046","10046","A","P","Y","Y","000001","headley","1","AA51CAC0EA357EC0E040DC0A1F8A40D0","1"
"10047","10047","10047","A","P","Y","Y","000001","rpgailey","1","AA51CAC0EA367EC0E040DC0A1F8A40D0","1"
"10048","10048","10048","A","P","Y","Y","000001","shields","1","AA51CAC0EA377EC0E040DC0A1F8A40D0","1"
"10049","10049","10049","A","P","Y","Y","000001","elgin","1","AA51CAC0EA387EC0E040DC0A1F8A40D0","1"
"10050","10050","10050","A","P","Y","Y","000001","boman","1","AA51CAC0EA397EC0E040DC0A1F8A40D0","1"
"10051","10051","10051","A","P","Y","Y","000001","duggins","1","AA51CAC0EA3A7EC0E040DC0A1F8A40D0","1"
"10052","10052","10052","A","P","Y","Y","000001","khowens","1","AA51CAC0EA3B7EC0E040DC0A1F8A40D0","1"
"10053","10053","10053","A","P","Y","Y","000001","ndarr","1","AA51CAC0EA3C7EC0E040DC0A1F8A40D0","1"
"10054","10054","10054","A","P","Y","Y","000001","cary","1","AA51CAC0EA3D7EC0E040DC0A1F8A40D0","1"
"10055","10055","10055","A","P","Y","Y","000001","clmcbee","1","AA51CAC0EA3E7EC0E040DC0A1F8A40D0","1"
"10056","10056","10056","A","P","Y","Y","000001","ralston","1","AA51CAC0EA3F7EC0E040DC0A1F8A40D0","1"
"10057","10057","10057","A","P","Y","Y","000001","mwmartin","1","AA51CAC0EA407EC0E040DC0A1F8A40D0","1"
"10058","10058","NULL","A","P","Y","Y","","rrabbit","1","AA51CAC0EA417EC0E040DC0A1F8A40D0","1"
"10059","10059","NULL","A","P","Y","Y","000001","awdviewer","1","AA51CAC0EA427EC0E040DC0A1F8A40D0","1"
"10060","10060","NULL","A","P","Y","Y","000001","awddocviewer","1","AA51CAC0EA437EC0E040DC0A1F8A40D0","1"
"10061","10061","NULL","A","P","Y","Y","000001","awdbudviewer","1","AA51CAC0EA447EC0E040DC0A1F8A40D0","1"
"10062","10062","NULL","A","P","Y","Y","000001","ipviewer","1","AA51CAC0EA457EC0E040DC0A1F8A40D0","1"
"10063","10063","NULL","A","P","Y","Y","000001","aslusar","1","AA51CAC0EA467EC0E040DC0A1F8A40D0","1"
"10064","10064","NULL","A","P","Y","Y","000001","tdurkin","1","AA51CAC0EA477EC0E040DC0A1F8A40D0","1"
"10065","10065","NULL","A","P","Y","Y","000001","appadmin","1","AA51CAC0EA487EC0E040DC0A1F8A40D0","1"
"10066","10066","NULL","A","P","Y","Y","000001","awdbudapprover","1","AA51CAC0EA497EC0E040DC0A1F8A40D0","1"
"10067","10067","NULL","A","P","Y","Y","000001","awdmodifier","1","AA51CAC0EA4A7EC0E040DC0A1F8A40D0","1"
"10068","10068","NULL","A","P","Y","Y","000001","awdbudadmin","1","AA51CAC0EA4B7EC0E040DC0A1F8A40D0","1"
"10069","10069","NULL","A","P","Y","Y","000001","ospadmin","1","AA51CAC0EA4C7EC0E040DC0A1F8A40D0","1"
"10070","10070","NULL","A","P","Y","Y","000001","awdbudaggregator","1","AA51CAC0EA4D7EC0E040DC0A1F8A40D0","1"
"10071","10071","NULL","A","P","Y","Y","000001","awdbudmaintainer","1","AA51CAC0EA4E7EC0E040DC0A1F8A40D0","1"
"10072","10072","NULL","A","P","Y","Y","000001","awddocmaintainer","1","AA51CAC0EA4F7EC0E040DC0A1F8A40D0","1"
"10073","10073","NULL","A","P","Y","Y","000001","awdbudmodifier","1","AA51CAC0EA507EC0E040DC0A1F8A40D0","1"
"10074","10074","NULL","A","P","Y","Y","000001","deptawdviewer","1","AA51CAC0EA517EC0E040DC0A1F8A40D0","1"
"10075","10075","NULL","A","P","Y","Y","000001","tempviewer","1","AA51CAC0EA527EC0E040DC0A1F8A40D0","1"
"10076","10076","NULL","A","P","Y","Y","000001","irbadmin","1","AA51CAC0EA537EC0E040DC0A1F8A40D0","1"
"10077","10077","NULL","A","P","Y","Y","IN-CARD","irbadmin-card","1","AA51CAC0EA547EC0E040DC0A1F8A40D0","1"
"10078","10078","NULL","A","P","Y","Y","IN-CARD","irbaggregator","1","AA51CAC0EA557EC0E040DC0A1F8A40D0","1"
"10079","10079","NULL","A","P","Y","Y","IN-CARD","irbcreate","1","AA51CAC0EA567EC0E040DC0A1F8A40D0","1"
"10080","10080","NULL","A","P","Y","Y","IN-CARD","irbresearcher","1","AA51CAC0EA577EC0E040DC0A1F8A40D0","1"
"10081","10081","NULL","A","P","Y","Y","IN-CARD","irbreviewer","1","AA51CAC0EA587EC0E040DC0A1F8A40D0","1"
