"ATTR_DATA_ID","OBJ_ID","VER_NBR","PERM_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL"
"1073","AA3F29ECA94D77DAE040DC0A1F8A01CC","1","931","3","13","IntellectualPropertyReviewMaintenanceDocument"
"1074","AA3F29ECA94F77DAE040DC0A1F8A01CC","1","932","18","18","OSP Administrator"
"1075","AA3F29ECA95177DAE040DC0A1F8A01CC","1","933","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument"
"1076","AA3F29ECA95377DAE040DC0A1F8A01CC","1","934","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument"
"1077","AA3F29ECA95577DAE040DC0A1F8A01CC","1","935","3","13","AwardBudgetDocument"
"1078","AA3F29ECA95777DAE040DC0A1F8A01CC","1","936","3","13","AwardBudgetDocument"
"1079","AA3F29ECA95877DAE040DC0A1F8A01CC","1","936","3","13","AwardBudgetDocument"
"1080","AA3F29ECA95A77DAE040DC0A1F8A01CC","1","937","3","13","AwardBudgetDocument"
"1081","AA3F29ECA95C77DAE040DC0A1F8A01CC","1","938","3","13","AwardBudgetDocument"
"1082","AA3F29ECA95E77DAE040DC0A1F8A01CC","1","939","3","13","AwardBudgetDocument"
"1083","AA3F29ECA96077DAE040DC0A1F8A01CC","1","940","3","13","AwardBudgetDocument"
"1084","AA3F29ECA96277DAE040DC0A1F8A01CC","1","941","73","13","AwardBudgetDocument"
"1085","AA3F29ECA96577DAE040DC0A1F8A01CC","1","943","3","13","BatchCorrespondenceDetailMaintenanceDocument"
"1086","AA3F29ECA96777DAE040DC0A1F8A01CC","1","944","3","13","BatchCorrespondenceDetailMaintenanceDocument"
"1087","AA3F29ECA96977DAE040DC0A1F8A01CC","1","945","73","13","ProtocolDocument"
"1088","AA3F29ECA96A77DAE040DC0A1F8A01CC","1","945","73","49","reviewComments"
"1089","AA3F29ECA96C77DAE040DC0A1F8A01CC","1","946","73","13","ProtocolOnlineReviewDocument"
"1090","AA3F29ECA96D77DAE040DC0A1F8A01CC","1","946","73","49","reviewComments"
"1091","AA3F29ECA96F77DAE040DC0A1F8A01CC","1","947","73","13","ProtocolDocument"
"1092","AA3F29ECA97077DAE040DC0A1F8A01CC","1","947","73","49","onlineReviews"
"1093","AA3F29ECA97277DAE040DC0A1F8A01CC","1","948","3","13","CommitteeDocument"
"1096","AA3F29ECA97977DAE040DC0A1F8A01CC","1","952","21","4","KC*"
"1103","AA3F29ECA97477DAE040DC0A1F8A01CC","1","959","3","13","ProtocolNotificationTemplateMaintenanceDocument"
"1104","AA3F29ECA97677DAE040DC0A1F8A01CC","1","960","3","13","ProtocolNotificationTemplateMaintenanceDocument"
"1105","AA3F2E2DAD35D111E040DC0A1F8A01E3","1","964","74","13","AwardDocument"
"1106","AA3F2E2DAD36D111E040DC0A1F8A01E3","1","964","74","50","Create award account"
"1107","AA3F2ECC284AADD5E040DC0A1F8A01F1","1","966","3","13","TimeAndMoneyDocument"
"1108","AA3F2ECC284BADD5E040DC0A1F8A01F1","1","967","3","13","TimeAndMoneyDocument"
"1109","AA3F2ECC284CADD5E040DC0A1F8A01F1","1","968","3","13","TimeAndMoneyDocument"
"1110","AA3F2ECC284DADD5E040DC0A1F8A01F1","1","969","3","13","TimeAndMoneyDocument"
"1111","AA3F2ECC284EADD5E040DC0A1F8A01F1","1","970","3","13","TimeAndMoneyDocument"
"1112","AA3F2ECC284FADD5E040DC0A1F8A01F1","1","971","3","13","TimeAndMoneyDocument"
"1113","AA3F2ECC2850ADD5E040DC0A1F8A01F1","1","972","3","13","TimeAndMoneyDocument"
"1114","AA3F2F383610EFB5E040DC0A1F8A01FB","1","973","74","50","delete_proposal"
"1115","AA3F2F383611EFB5E040DC0A1F8A01FB","1","973","74","13","ProposalDevelopmentDocument"
"1116","AA3F2F5F1BEF0D45E040DC0A1F8A0205","1","982","73","49","budget"
"1117","AA3F2F5F1BF00D45E040DC0A1F8A0205","1","982","73","13","ProposalDevelopmentDocument"
"946","AA3F29ECA87577DAE040DC0A1F8A01CC","1","842","3","13","ProposalDevelopmentDocument"
"947","AA3F29ECA87777DAE040DC0A1F8A01CC","1","843","3","13","ProtocolDocument"
"948","AA3F29ECA87977DAE040DC0A1F8A01CC","1","844","3","13","CommitteeDocument"
"949","AA3F29ECA87B77DAE040DC0A1F8A01CC","1","845","3","13","AwardDocument"
