"ATTR_DATA_ID","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KC10038","KC10041","KC69","KC47","000001","C98A132675906FE9E040DC0A1F8A5FA2",1
"KC10039","KC10042","KC69","KC47","000001","C98A132675926FE9E040DC0A1F8A5FA2",1
"KC10040","KC10044","KC68","KC47","000001","C98A132675956FE9E040DC0A1F8A5FA2",1
"KC10041","KC10045","KC68","KC47","BL-IIDC","C98A132675976FE9E040DC0A1F8A5FA2",1
"KC10042","KC10046","KC68","KC47","IN-CARD","C98A132675996FE9E040DC0A1F8A5FA2",1
"KC10043","KC10047","KC68","KC47","IN-CARR","C98A1326759B6FE9E040DC0A1F8A5FA2",1
"KC10044","KC10048","KC68","KC47","000001","C98A1326759D6FE9E040DC0A1F8A5FA2",1
"KC10045","KC10049","KC68","KC47","BL-IIDC","C98A1326759F6FE9E040DC0A1F8A5FA2",1
"KC10046","KC10050","KC68","KC47","IN-CARD","C98A132675A16FE9E040DC0A1F8A5FA2",1
"KC10047","KC10051","KC68","KC47","IN-CARR","C98A132675A36FE9E040DC0A1F8A5FA2",1
"KC10048","KC10052","KC68","KC47","000001","C98A132675A56FE9E040DC0A1F8A5FA2",1
"KC10049","KC10053","KC68","KC47","BL-BL","C98A132675A76FE9E040DC0A1F8A5FA2",1
"KC10050","KC10054","KC68","KC47","BL-IIDC","C98A132675A96FE9E040DC0A1F8A5FA2",1
"KC10051","KC10055","KC68","KC47","IN-MDEP","C98A132675AB6FE9E040DC0A1F8A5FA2",1
"KC10052","KC10056","KC68","KC47","IN-PED","C98A132675AD6FE9E040DC0A1F8A5FA2",1
"KC10053","KC10057","KC68","KC47","000001","C98A132675AF6FE9E040DC0A1F8A5FA2",1
"KC10054","KC10058","KC68","KC47","IN-MED","C98A132675B16FE9E040DC0A1F8A5FA2",1
"KC10055","KC10059","KC69","KC47","000001","C98A132675B36FE9E040DC0A1F8A5FA2",1
"KC10056","KC10059","KC69","KC48","Y","C98A132675B46FE9E040DC0A1F8A5FA2",1
"KC10057","KC10060","KC69","KC47","000001","C98A132675B66FE9E040DC0A1F8A5FA2",1
"KC10058","KC10060","KC69","KC48","Y","C98A132675B76FE9E040DC0A1F8A5FA2",1
"KC10059","KC10061","KC69","KC47","000001","C98A132675B96FE9E040DC0A1F8A5FA2",1
"KC10060","KC10061","KC69","KC48","Y","C98A132675BA6FE9E040DC0A1F8A5FA2",1
"KC10061","KC10062","KC69","KC47","000001","C98A132675BC6FE9E040DC0A1F8A5FA2",1
"KC10062","KC10062","KC69","KC48","Y","C98A132675BD6FE9E040DC0A1F8A5FA2",1
"KC10063","KC10063","KC69","KC47","000001","C98A132675BF6FE9E040DC0A1F8A5FA2",1
"KC10064","KC10063","KC69","KC48","Y","C98A132675C06FE9E040DC0A1F8A5FA2",1
"KC10065","KC10064","KC69","KC47","000001","C98A132675C26FE9E040DC0A1F8A5FA2",1
"KC10066","KC10064","KC69","KC48","Y","C98A132675C36FE9E040DC0A1F8A5FA2",1
"KC10067","KC10065","KC69","KC47","000001","C98A132675C56FE9E040DC0A1F8A5FA2",1
"KC10068","KC10065","KC69","KC48","Y","C98A132675C66FE9E040DC0A1F8A5FA2",1
"KC10069","KC10066","KC69","KC47","000001","C98A132675C86FE9E040DC0A1F8A5FA2",1
"KC10070","KC10066","KC69","KC48","Y","C98A132675C96FE9E040DC0A1F8A5FA2",1
"KC10071","KC10067","KC69","KC47","000001","C98A132675CB6FE9E040DC0A1F8A5FA2",1
"KC10072","KC10067","KC69","KC48","Y","C98A132675CC6FE9E040DC0A1F8A5FA2",1
"KC10073","KC10068","KC69","KC47","000001","C98A132675CE6FE9E040DC0A1F8A5FA2",1
"KC10074","KC10068","KC69","KC48","Y","C98A132675CF6FE9E040DC0A1F8A5FA2",1
"KC10075","KC10069","KC69","KC47","000001","C98A132675D16FE9E040DC0A1F8A5FA2",1
"KC10076","KC10069","KC69","KC48","Y","C98A132675D26FE9E040DC0A1F8A5FA2",1
"KC10077","KC10070","KC69","KC47","000001","C98A132675D46FE9E040DC0A1F8A5FA2",1
"KC10078","KC10070","KC69","KC48","N","C98A132675D56FE9E040DC0A1F8A5FA2",1
"KC10079","KC10071","KC69","KC47","000001","C98A132675D76FE9E040DC0A1F8A5FA2",1
"KC10080","KC10071","KC69","KC48","Y","C98A132675D86FE9E040DC0A1F8A5FA2",1
"KC10081","KC10072","KC69","KC47","000001","C98A132675DA6FE9E040DC0A1F8A5FA2",1
"KC10082","KC10072","KC69","KC48","Y","C98A132675DB6FE9E040DC0A1F8A5FA2",1
"KC10083","KC10073","KC69","KC47","000001","C98A132675DD6FE9E040DC0A1F8A5FA2",1
"KC10084","KC10073","KC69","KC48","Y","C98A132675DE6FE9E040DC0A1F8A5FA2",1
"KC10085","KC10074","KC69","KC47","IN-CARD","C98A132675E06FE9E040DC0A1F8A5FA2",1
"KC10086","KC10074","KC69","KC48","Y","C98A132675E16FE9E040DC0A1F8A5FA2",1
"KC10087","KC10075","KC69","KC47","000001","C98A132675E36FE9E040DC0A1F8A5FA2",1
"KC10088","KC10075","KC69","KC48","Y","C98A132675E46FE9E040DC0A1F8A5FA2",1
"KC10089","KC10076","KC69","KC47","000001","C98A132675E66FE9E040DC0A1F8A5FA2",1
"KC10090","KC10076","KC69","KC48","Y","C98A132675E76FE9E040DC0A1F8A5FA2",1
"KC10091","KC10077","KC69","KC47","000001","C98A132675E96FE9E040DC0A1F8A5FA2",1
"KC10092","KC10077","KC69","KC48","Y","C98A132675EA6FE9E040DC0A1F8A5FA2",1
"KC10093","KC10078","KC69","KC47","000001","C98A132675EC6FE9E040DC0A1F8A5FA2",1
"KC10094","KC10078","KC69","KC48","N","C98A132675ED6FE9E040DC0A1F8A5FA2",1
"KC10095","KC10079","KC69","KC47","BL-IIDC","C98A132675EF6FE9E040DC0A1F8A5FA2",1
"KC10096","KC10079","KC69","KC48","N","C98A132675F06FE9E040DC0A1F8A5FA2",1
"KC10097","KC10080","KC69","KC47","IN-CARD","C98A132675F26FE9E040DC0A1F8A5FA2",1
"KC10098","KC10080","KC69","KC48","N","C98A132675F36FE9E040DC0A1F8A5FA2",1
"KC10099","KC10081","KC69","KC47","000001","C98A132675F56FE9E040DC0A1F8A5FA2",1
"KC10100","KC10081","KC69","KC48","Y","C98A132675F66FE9E040DC0A1F8A5FA2",1
"KC10101","KC10082","KC69","KC47","000001","C98A132675F86FE9E040DC0A1F8A5FA2",1
"KC10102","KC10082","KC69","KC48","Y","C98A132675F96FE9E040DC0A1F8A5FA2",1
"KC10103","KC10083","KC68","KC47","BL-IIDC","C98A132675FB6FE9E040DC0A1F8A5FA2",1
"KC10104","KC10085","KC69","KC47","000001","C98A132675FE6FE9E040DC0A1F8A5FA2",1
"KC10105","KC10085","KC69","KC48","Y","C98A132675FF6FE9E040DC0A1F8A5FA2",1
"KC10106","KC10086","KC69","KC47","000001","C98A132676016FE9E040DC0A1F8A5FA2",1
"KC10107","KC10086","KC69","KC48","Y","C98A132676026FE9E040DC0A1F8A5FA2",1
"KC10108","KC10087","KC69","KC47","000001","C98A132676046FE9E040DC0A1F8A5FA2",1
"KC10109","KC10087","KC69","KC48","Y","C98A132676056FE9E040DC0A1F8A5FA2",1
"KC10110","KC10088","KC69","KC47","000001","C98A132676076FE9E040DC0A1F8A5FA2",1
"KC10111","KC10088","KC69","KC48","Y","C98A132676086FE9E040DC0A1F8A5FA2",1
"KC10112","KC10091","KC69","KC47","000001","C98A1326760C6FE9E040DC0A1F8A5FA2",1
"KC10113","KC10091","KC69","KC48","Y","C98A1326760D6FE9E040DC0A1F8A5FA2",1
"KC10114","KC10092","KC69","KC47","000001","C98A1326760F6FE9E040DC0A1F8A5FA2",1
"KC10115","KC10093","KC69","KC47","000001","C98A132676236FE9E040DC0A1F8A5FA2",1
"KC10116","KC10093","KC69","KC48","Y","C98A132676246FE9E040DC0A1F8A5FA2",1
"KC10117","KC10094","KC69","KC47","000001","C98A132676266FE9E040DC0A1F8A5FA2",1
"KC10118","KC10094","KC69","KC48","Y","C98A132676276FE9E040DC0A1F8A5FA2",1
"KC10119","KC10097","KC69","KC47","000001","C98A1326762B6FE9E040DC0A1F8A5FA2",1
"KC10120","KC10097","KC69","KC48","Y","C98A1326762C6FE9E040DC0A1F8A5FA2",1
"KC10121","KC10098","KC69","KC47","000001","C98A1326762E6FE9E040DC0A1F8A5FA2",1
"KC10122","KC10098","KC69","KC48","Y","C98A1326762F6FE9E040DC0A1F8A5FA2",1
"KC10123","KC10102","KC69","KC47","000001","C98A1326763D6FE9E040DC0A1F8A5FA2",1
"KC10124","KC10102","KC69","KC48","Y","C98A1326763E6FE9E040DC0A1F8A5FA2",1
"KC10125","KC10103","KC69","KC47","000001","C98A132676406FE9E040DC0A1F8A5FA2",1
"KC10126","KC10103","KC69","KC48","Y","C98A132676416FE9E040DC0A1F8A5FA2",1
"KC10127","KC10104","KC69","KC47","000001","C98A132676436FE9E040DC0A1F8A5FA2",1
"KC10128","KC10104","KC69","KC48","Y","C98A132676446FE9E040DC0A1F8A5FA2",1
"KC10129","KC10107","KC69","KC47","000001","C98A132676516FE9E040DC0A1F8A5FA2",1
"KC10130","KC10107","KC69","KC48","Y","C98A132676526FE9E040DC0A1F8A5FA2",1
"KC10131","KC10108","KC69","KC47","000001","C98A132676546FE9E040DC0A1F8A5FA2",1
"KC10132","KC10108","KC69","KC48","Y","C98A132676556FE9E040DC0A1F8A5FA2",1
"KC10133","KC10109","KC69","KC47","000001","C98A132676576FE9E040DC0A1F8A5FA2",1
"KC10134","KC10109","KC69","KC48","Y","C98A132676586FE9E040DC0A1F8A5FA2",1
"KC10135","KC10113","KC69","KC47","000001","C98A132676666FE9E040DC0A1F8A5FA2",1
"KC10136","KC10113","KC69","KC48","Y","C98A132676676FE9E040DC0A1F8A5FA2",1
"KC10137","KC10115","KC69","KC47","000001","C98A1326767C6FE9E040DC0A1F8A5FA2",1
"KC10138","KC10115","KC69","KC48","Y","C98A1326767D6FE9E040DC0A1F8A5FA2",1
"KC10139","KC10117","KC69","KC47","000001","C98A132676806FE9E040DC0A1F8A5FA2",1
"KC10140","KC10117","KC69","KC48","Y","C98A132676816FE9E040DC0A1F8A5FA2",1
"KC10141","KC10118","KC69","KC47","000001","C98A132676836FE9E040DC0A1F8A5FA2",1
"KC10142","KC10118","KC69","KC48","Y","C98A132676846FE9E040DC0A1F8A5FA2",1
"KC10143","KC10119","KC69","KC47","000001","C98A1326783D6FE9E040DC0A1F8A5FA2",1
"KC10144","KC10119","KC69","KC48","Y","C98A1326783E6FE9E040DC0A1F8A5FA2",1
"KC10145","KC10120","KC69","KC47","000001","C98A132678406FE9E040DC0A1F8A5FA2",1
"KC10146","KC10120","KC69","KC48","Y","C98A132678416FE9E040DC0A1F8A5FA2",1
"KC10147","KC10121","KC69","KC47","000001","C98A1326789B6FE9E040DC0A1F8A5FA2",1
"KC10148","KC10121","KC69","KC48","Y","C98A1326789C6FE9E040DC0A1F8A5FA2",1
"KC10149","KC10126","KC68","KC47","000001","C98A132678CD6FE9E040DC0A1F8A5FA2",1
"KC10150","KC10127","KC69","KC48","Y","C98A132678CF6FE9E040DC0A1F8A5FA2",1
"KC10151","KC10128","KC68","KC47","000001","C98A132678D16FE9E040DC0A1F8A5FA2",1
"KC10152","KC10129","KC68","KC47","000001","C98A132678D36FE9E040DC0A1F8A5FA2",1
"KC10153","KC10130","KC69","KC47","000001","C98A132678D56FE9E040DC0A1F8A5FA2",1
"KC10154","KC10130","KC69","KC48","Y","C98A132678D66FE9E040DC0A1F8A5FA2",1
"KC10155","KC10131","KC69","KC47","000001","C98A132678D86FE9E040DC0A1F8A5FA2",1
"KC10156","KC10131","KC69","KC48","Y","C98A132678D96FE9E040DC0A1F8A5FA2",1
"KC10157","KC10132","KC69","KC47","IN-CARD","C98A132678DB6FE9E040DC0A1F8A5FA2",1
"KC10158","KC10132","KC69","KC48","Y","C98A132678DC6FE9E040DC0A1F8A5FA2",1
"KC10159","KC10133","KC69","KC47","000001","C98A132678DE6FE9E040DC0A1F8A5FA2",1
"KC10160","KC10133","KC69","KC48","Y","C98A132678DF6FE9E040DC0A1F8A5FA2",1
"KC10161","KC10146","KC69","KC47","000001","C98A132678ED6FE9E040DC0A1F8A5FA2",1
"KC10162","KC10147","KC69","KC47","000001","C98A132678EF6FE9E040DC0A1F8A5FA2",1
"KC10163","KC10148","KC69","KC47","000001","C98A132678F16FE9E040DC0A1F8A5FA2",1
"KC10164","KC10148","KC69","KC48","N","C98A132678F26FE9E040DC0A1F8A5FA2",1
"KC10165","KC10149","KC69","KC47","000001","C98A132678F46FE9E040DC0A1F8A5FA2",1
"KC10166","KC10149","KC69","KC48","Y","C98A132678F56FE9E040DC0A1F8A5FA2",1
"KC10167","KC10150","KC69","KC47","000001","C98A132678F76FE9E040DC0A1F8A5FA2",1
"KC10168","KC10150","KC69","KC48","Y","C98A132678F86FE9E040DC0A1F8A5FA2",1
"KC10169","KC10151","KC69","KC47","000001","C98A132678FA6FE9E040DC0A1F8A5FA2",1
"KC10170","KC10151","KC69","KC48","Y","C98A132678FB6FE9E040DC0A1F8A5FA2",1
"KC10171","KC10152","KC69","KC47","IN-CARD","C98A132678FD6FE9E040DC0A1F8A5FA2",1
"KC10172","KC10152","KC69","KC48","Y","C98A132678FE6FE9E040DC0A1F8A5FA2",1
"KC10173","KC10153","KC69","KC47","000001","C98A132679006FE9E040DC0A1F8A5FA2",1
"KC10174","KC10153","KC69","KC48","Y","C98A132679016FE9E040DC0A1F8A5FA2",1
"KC10175","KC10154","KC69","KC47","000001","C98A132679036FE9E040DC0A1F8A5FA2",1
"KC10176","KC10154","KC69","KC48","Y","C98A132679046FE9E040DC0A1F8A5FA2",1
"KC10177","KC10155","KC69","KC47","000001","C98A132679066FE9E040DC0A1F8A5FA2",1
"KC10178","KC10155","KC69","KC48","Y","C98A132679076FE9E040DC0A1F8A5FA2",1
"KC1118","KC1290","KC69","KC47","000001","C041EF5964FE6B48E040DC0A1F8A15A8",1
"KC1119","KC1290","KC69","KC48","Y","C041EF5964FF6B48E040DC0A1F8A15A8",1
"KC1120","KC1291","KC69","KC47","000001","C041EF5965016B48E040DC0A1F8A15A8",1
"KC1121","KC1291","KC69","KC48","Y","C041EF5965026B48E040DC0A1F8A15A8",1
"KC1126","KC1292","KC69","KC47","000001","C041EF5966566B48E040DC0A1F8A15A8",1
"KC1127","KC1292","KC69","KC48","Y","C041EF5966576B48E040DC0A1F8A15A8",1
"KC1165","KC1295","KC69","KC47","000001","C041EF59687E6B48E040DC0A1F8A15A8",1
"KC1166","KC1295","KC69","KC48","Y","C041EF59687F6B48E040DC0A1F8A15A8",1
