"ROLE_PERM_ID","OBJ_ID","VER_NBR","ROLE_ID","PERM_ID","ACTV_IND"
"928","77151AD4B3279985E0404F8189D80E8B","1","1114","1021","Y"
"929","77151AD4B3289985E0404F8189D80E8B","1","1114","1023","Y"
"930","77151AD4B3299985E0404F8189D80E8B","1","1114","1022","Y"
"931","77151AD4B32A9985E0404F8189D80E8B","1","1114","1032","Y"
"932","77151AD4B32B9985E0404F8189D80E8B","1","1114","1036","Y"
"933","77151AD4B32D9985E0404F8189D80E8B","1","1115","1021","Y"
"934","77151AD4B32E9985E0404F8189D80E8B","1","1115","1023","Y"
"935","77151AD4B32F9985E0404F8189D80E8B","1","1115","1022","Y"
"936","77151AD4B3309985E0404F8189D80E8B","1","1115","1032","Y"
"937","77151AD4B3319985E0404F8189D80E8B","1","1115","1033","Y"
"938","77151AD4B3329985E0404F8189D80E8B","1","1115","1035","Y"
"939","77151AD4B33D9985E0404F8189D80E8B","1","1116","1001","Y"
"940","77151AD4B3429985E0404F8189D80E8B","1","1117","1048","Y"
"941","77151AD4B3439985E0404F8189D80E8B","1","1117","1006","Y"
"942","77151AD4B3449985E0404F8189D80E8B","1","1117","1012","Y"
"943","77151AD4B3459985E0404F8189D80E8B","1","1117","1024","Y"
"944","77151AD4B3469985E0404F8189D80E8B","1","1117","1013","Y"
"945","77151AD4B3479985E0404F8189D80E8B","1","1117","1041","Y"
"946","77151AD4B3489985E0404F8189D80E8B","1","1117","1037","Y"
"947","77151AD4B3499985E0404F8189D80E8B","1","1117","1038","Y"
"948","77151AD4B34B9985E0404F8189D80E8B","1","1118","1024","Y"
"949","77151AD4B34D9985E0404F8189D80E8B","1","1119","1014","Y"
"950","77151AD4B34E9985E0404F8189D80E8B","1","1119","1015","Y"
"951","77151AD4B34F9985E0404F8189D80E8B","1","1119","1050","Y"
"952","77151AD4B3509985E0404F8189D80E8B","1","1119","1042","Y"
"953","77151AD4B3519985E0404F8189D80E8B","1","1119","1028","Y"
"954","77151AD4B3529985E0404F8189D80E8B","1","1119","1026","Y"
"955","77151AD4B3539985E0404F8189D80E8B","1","1119","1046","Y"
"956","77151AD4B3549985E0404F8189D80E8B","1","1119","1025","Y"
"957","77151AD4B3559985E0404F8189D80E8B","1","1119","1027","Y"
"958","77151AD4B3569985E0404F8189D80E8B","1","1119","1012","Y"
"959","77151AD4B3579985E0404F8189D80E8B","1","1119","1002","Y"
"960","77151AD4B3589985E0404F8189D80E8B","1","1119","1039","Y"
"961","77151AD4B3599985E0404F8189D80E8B","1","1119","1043","Y"
"962","77151AD4B35A9985E0404F8189D80E8B","1","1119","1044","Y"
"963","77151AD4B35B9985E0404F8189D80E8B","1","1119","1045","Y"
"964","77151AD4B35F9985E0404F8189D80E8B","1","1119","1016","Y"
"965","77151AD4B3609985E0404F8189D80E8B","1","1119","1017","Y"
"966","77151AD4B3619985E0404F8189D80E8B","1","1119","1040","Y"
"967","77151AD4B3669985E0404F8189D80E8B","1","1120","1028","Y"
"968","77151AD4B3679985E0404F8189D80E8B","1","1120","1026","Y"
"969","77151AD4B3689985E0404F8189D80E8B","1","1120","1046","Y"
"970","77151AD4B3699985E0404F8189D80E8B","1","1120","1025","Y"
"971","77151AD4B36A9985E0404F8189D80E8B","1","1120","1027","Y"
"972","77151AD4B3759985E0404F8189D80E8B","1","1124","1003","Y"
"973","77151AD4B3769985E0404F8189D80E8B","1","1124","1018","Y"
"974","77151AD4B3779985E0404F8189D80E8B","1","1124","1029","Y"
"975","77151AD4B3869985E0404F8189D80E8B","1","1129","1020","Y"
"976","77151AD4B38A9985E0404F8189D80E8B","1","1131","1029","Y"
"977","77151AD4B38E9985E0404F8189D80E8B","1","1133","1031","Y"
"978","7780B47315EEBE94E0404F8189D85075","1","1119","1055","Y"
"979","7780B47315F1BE94E0404F8189D85075","1","1120","1056","Y"
"980","779A6BC053D11F73E0404F8189D83CCD","1","1109","1057","Y"
"981","790FAE3F20E88E09E0404F8189D820FD","1","1119","1080","Y"
"982","790FAE3F20EB8E09E0404F8189D820FD","1","1120","1081","Y"
"983","7933EDC0F003BAEFE0404F8189D834A6","1","1139","1083","Y"
"984","7933EDC0F00ABAEFE0404F8189D834A6","1","1139","1086","Y"
"985","7933EDC0F00EBAEFE0404F8189D834A6","1","1139","1087","Y"
"986","7933EDC0F01ABAEFE0404F8189D834A6","1","1139","1091","Y"
"987","7933EDC0F01EBAEFE0404F8189D834A6","1","1139","1092","Y"
"988","7933EDC0F022BAEFE0404F8189D834A6","1","1139","1093","Y"
"989","7933EDC0F026BAEFE0404F8189D834A6","1","1139","1094","Y"
"990","7933EDC0F02ABAEFE0404F8189D834A6","1","1139","1095","Y"
"991","7933EDC0F02DBAEFE0404F8189D834A6","1","1139","163","Y"
"992","7933EDC0F030BAEFE0404F8189D834A6","1","1139","183","Y"
"993","7933EDC0F032BAEFE0404F8189D834A6","1","1139","298","Y"
"994","7933EDC0F034BAEFE0404F8189D834A6","1","1139","299","Y"
"995","7933EDC0F037BAEFE0404F8189D834A6","1","1139","306","Y"
"996","7933EDC0F03ABAEFE0404F8189D834A6","1","1139","149","Y"
"997","7A38AB1CDD8D6D24E0404F8189D8266C","1","1140","1108","Y"
"999","7BFAF8AB94CFC730E0404F8189D86125","1","1142","1114","Y"
"1000","7BFAF8AB94D0C730E0404F8189D86125","1","1142","1120","Y"
"1001","7BFAF8AB94D1C730E0404F8189D86125","1","1143","1110","Y"
"1002","7BFAF8AB94D2C730E0404F8189D86125","1","1143","1111","Y"
"1003","7BFAF8AB94D3C730E0404F8189D86125","1","1143","1112","Y"
"1004","7BFAF8AB94D4C730E0404F8189D86125","1","1143","1113","Y"
"1005","7BFAF8AB94D5C730E0404F8189D86125","1","1143","1114","Y"
"1006","7BFAF8AB94D6C730E0404F8189D86125","1","1143","1115","Y"
"1007","7BFAF8AB94D7C730E0404F8189D86125","1","1143","1116","Y"
"1008","7BFAF8AB94D8C730E0404F8189D86125","1","1143","1117","Y"
"1009","7BFAF8AB94D9C730E0404F8189D86125","1","1143","1118","Y"
"1010","7BFAF8AB94DAC730E0404F8189D86125","1","1143","1119","Y"
"1011","7BFAF8AB94DBC730E0404F8189D86125","1","1143","1120","Y"
"1012","7BFAF8AB94DCC730E0404F8189D86125","1","1143","1121","Y"
"1013","7BFAF8AB94DDC730E0404F8189D86125","1","1144","1114","Y"
"1014","7BFAF8AB94DEC730E0404F8189D86125","1","1144","1116","Y"
"1015","7BFAF8AB94DFC730E0404F8189D86125","1","1144","1117","Y"
"1016","7BFAF8AB94E0C730E0404F8189D86125","1","1144","1118","Y"
"1017","7BFAF8AB94E1C730E0404F8189D86125","1","1144","1119","Y"
"1018","7BFAF8AB94E2C730E0404F8189D86125","1","1144","1120","Y"
"1019","7BFAF8AB94E3C730E0404F8189D86125","1","1144","1121","Y"
"1020","7BFAF8AB94EFC730E0404F8189D86125","1","1145","1114","Y"
"1021","7BFAF8AB94F0C730E0404F8189D86125","1","1145","1114","Y"
"10212","C1B0A5C5E68A4643A33886253C36E7E7","1","1168","1169","Y"
"1022","7FD9B84A7068BD94E040007F010052F9","1","1119","1143","Y"
"1023","7FD9B84A706BBD94E040007F010052F9","1","1120","1144","Y"
"1024","7FF7129A9E58061FE040007F01001C34","1","1166","1167","Y"
"1025","7FF7129A9E59061FE040007F01001C34","1","1166","1166","Y"
"1026","7FF7129A9E5A061FE040007F01001C34","1","1166","1164","Y"
"1027","D51FB1F3DB91402FBD6E6A90952FD569","1","1166","1168","Y"
"1028","7FF7129A9E5C061FE040007F01001C34","1","1166","1169","Y"
"1029","7FF7129A9E5D061FE040007F01001C34","1","1166","1170","Y"
"1030","7FF7129A9E5E061FE040007F01001C34","1","1167","1164","Y"
"1031","7FF7129A9E5F061FE040007F01001C34","1","1167","1169","Y"
"1032","7FF7129A9E60061FE040007F01001C34","1","1167","1170","Y"
"1033","7FF7129A9E61061FE040007F01001C34","1","1168","1167","Y"
"1034","7FF7129A9E62061FE040007F01001C34","1","1168","1164","Y"
"1035","7FF7129A9E63061FE040007F01001C34","1","1168","1170","Y"
"1036","7FF7129A9E64061FE040007F01001C34","1","1171","1170","Y"
"1037","7FF7129A9E65061FE040007F01001C34","1","1170","1169","Y"
"1038","7FF7129A9E66061FE040007F01001C34","1","1169","1165","Y"
"1042","C1FB853F1FF0435DB3D1DAA0D161C921","1","1119","1224","Y"
"1043","16061ABBF4C94191B4A10C0F178E0E57","1","1120","1225","Y"
"1044","83BC8C23D90A4F66E040007F01006512","1","1114","1226","Y"
"1045","844B55C5196D3B29E040007F01003991","1","1139","1098","Y"
"1046","844B55C5196E3B29E040007F01003991","1","1139","1099","Y"
"1047","844B55C5196F3B29E040007F01003991","1","1139","1100","Y"
"1048","844B55C519703B29E040007F01003991","1","1139","1101","Y"
"1049","844B55C519713B29E040007F01003991","1","1139","1103","Y"
"1052","85E6BDF3CE0E7D5CE040DC0A1F8A441C","1","1166","1029","Y"
"1053","85E6BDF3CE117D5CE040DC0A1F8A441C","1","1167","1029","Y"
"1054","85E6BDF3CE127D5CE040DC0A1F8A441C","1","1168","1029","Y"
"1055","85E6BDF3CE137D5CE040DC0A1F8A441C","1","1171","1029","Y"
"1056","85E6BDF3CE147D5CE040DC0A1F8A441C","1","1170","1029","Y"
"1057","85E6BDF3CE157D5CE040DC0A1F8A441C","1","1169","1029","Y"
"1058","EFEA9886C913436BA189CA7034CB26B4","1","1115","1110","Y"
"1059","EA793FFDE412441EB270C4C0D4D8BEA2","1","1115","1113","Y"
"1060","3D4CCEEC-D351-17C6-6DA5-33303E128093","1","1124","1110","Y"
"1061","5890F4B3-CAE4-51F2-10CC-186B0C98CF99","1","1124","1113","Y"
"1062","8671B2874886B8C6E040007F01003692","1","1186","1104","Y"
"1063","8671B2874887B8C6E040007F01003692","1","1186","1105","Y"
"1064","8671B2874888B8C6E040007F01003692","1","1186","1106","Y"
"1065","8671B2874889B8C6E040007F01003692","1","1186","1107","Y"
"1066","8671B287488AB8C6E040007F01003692","1","1186","1108","Y"
"1067","8671B287488BB8C6E040007F01003692","1","1186","1109","Y"
"1068","8671B287488DB8C6E040007F01003692","1","1187","1104","Y"
"1069","8671B287488EB8C6E040007F01003692","1","1187","1105","Y"
"1070","8671B287488FB8C6E040007F01003692","1","1187","1106","Y"
"1071","8671B2874890B8C6E040007F01003692","1","1187","1107","Y"
"1072","8671B2874891B8C6E040007F01003692","1","1187","1108","Y"
"1073","8671B2874892B8C6E040007F01003692","1","1187","1109","Y"
"1074","8671B2874894B8C6E040007F01003692","1","1188","1104","Y"
"1075","8671B2874895B8C6E040007F01003692","1","1188","1105","Y"
"1076","8671B2874896B8C6E040007F01003692","1","1188","1106","Y"
"1077","8671B2874897B8C6E040007F01003692","1","1188","1107","Y"
"1078","8671B2874898B8C6E040007F01003692","1","1188","1108","Y"
"1079","8671B2874899B8C6E040007F01003692","1","1188","1109","Y"
"1080","8671B287489BB8C6E040007F01003692","1","1189","1108","Y"
"1081","8671B287489CB8C6E040007F01003692","1","1114","1110","Y"
"1082","8671B287489DB8C6E040007F01003692","1","1114","1111","Y"
"1083","8671B287489EB8C6E040007F01003692","1","1114","1112","Y"
"1084","8671B287489FB8C6E040007F01003692","1","1114","1113","Y"
"1085","8671B28748A0B8C6E040007F01003692","1","1114","1114","Y"
"1086","8671B28748A1B8C6E040007F01003692","1","1114","1115","Y"
"1087","8A3009FE177A1D98E040DC0A1F8A579C","1","1236","1024","Y"
"1088","8B5B32567B138EA8E040DC0A1F8A5308","1","1119","1024","Y"
"1089","8B5B32567B288EA8E040DC0A1F8A5308","1","1119","1229","Y"
"1090","C1FB853F1640435DB3D128A0D161C921","1","1119","1230","Y"
"1091","8B5B32567B178EA8E040DC0A1F8A5308","1","1236","1227","Y"
"1092","8B5B32567B188EA8E040DC0A1F8A5308","1","1119","1227","Y"
"1093","8B5B32567B1C8EA8E040DC0A1F8A5308","1","1236","1228","Y"
"1094","8B5B32567B1D8EA8E040DC0A1F8A5308","1","1119","1228","Y"
"1095","8CA0B3D047706F70E040DC0A1F8A1751","1","1119","1240","Y"
"1096","8CA0B3D047736F70E040DC0A1F8A1751","1","1120","1241","Y"
"1097","9815D888F453AD76E040DC0A1F8A6BE5","1","1119","1242","Y"
"1098","8DBABA17ED73EFC2E040DC0A1F8A7306","1","1119","1001","Y"
"1099","9815D888F452AD76E040DC0A1F8A6BE5","1","1119","1243","Y"
"1100","903C58A133F3639FE040DC0A1F8A694A","1","1119","1006","Y"
"1101","9062F64173D99F6FE040DC0A1F8A5244","1","1119","1244","Y"
"1102","9815D888F450AD76E040DC0A1F8A6BE5","1","1242","1026","Y"
"1103","9815D888F451AD76E040DC0A1F8A6BE5","1","1243","1027","Y"
"1104","92FE99B0457ADDD5E040DC0A1F8A232C","1","1244","1031","Y"
"1105","92FE99B04587DDD5E040DC0A1F8A232C","1","1139","1082","Y"
"1106","92FE99B04588DDD5E040DC0A1F8A232C","1","1139","1094","Y"
"1107","92FE99B0458ADDD5E040DC0A1F8A232C","1","1139","155","Y"
"1108","92FE99B0458BDDD5E040DC0A1F8A232C","1","1139","167","Y"
"1109","92FE99B0458CDDD5E040DC0A1F8A232C","1","1139","156","Y"
"1110","92FE99B0458DDDD5E040DC0A1F8A232C","1","1139","180","Y"
"1111","92FE99B0458EDDD5E040DC0A1F8A232C","1","1139","174","Y"
"1112","92FE99B0458FDDD5E040DC0A1F8A232C","1","1139","168","Y"
"1113","54c40c5c9f334b279b542cadabecab30","1","1114","1245","Y"
"1114","95AA9F9D7C7E1C25E040DC0A1F8A25B7","1","1119","1246","Y"
"1115","96FC8F82859F8197E040DC0A1F8A6D66","1","1127","1083","Y"
"1116","96FC8F8285A08197E040DC0A1F8A6D66","1","1127","1086","Y"
"1117","96FC8F8285A18197E040DC0A1F8A6D66","1","1127","1087","Y"
"1118","96FC8F8285A28197E040DC0A1F8A6D66","1","1127","1091","Y"
"1119","96FC8F8285A38197E040DC0A1F8A6D66","1","1127","1092","Y"
"1120","96FC8F8285A48197E040DC0A1F8A6D66","1","1127","1093","Y"
"1121","96FC8F8285A58197E040DC0A1F8A6D66","1","1127","1094","Y"
