"ATTR_DATA_ID","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KC10097","KC10127","KC69","KC47","IN-CARD","AAB8503123B61B41E040DC0A1F8A7174","1"
"KC10098","KC10127","KC69","KC48","N","AAB8503123B71B41E040DC0A1F8A7174","1"
"KC10099","KC10128","KC69","KC47","000001","AAB8503123B91B41E040DC0A1F8A7174","1"
"KC10100","KC10128","KC69","KC48","Y","AAB8503123BA1B41E040DC0A1F8A7174","1"
"KC10101","KC10129","KC69","KC47","000001","AAB8503123BC1B41E040DC0A1F8A7174","1"
"KC10102","KC10129","KC69","KC48","Y","AAB8503123BD1B41E040DC0A1F8A7174","1"
"KC10103","KC10130","KC68","KC47","BL-IIDC","AAB8503123BF1B41E040DC0A1F8A7174","1"
"KC10104","KC10132","KC69","KC47","000001","AAB8503123C21B41E040DC0A1F8A7174","1"
"KC10105","KC10132","KC69","KC48","Y","AAB8503123C31B41E040DC0A1F8A7174","1"
"KC10106","KC10133","KC69","KC47","000001","AAB8503123C51B41E040DC0A1F8A7174","1"
"KC10107","KC10133","KC69","KC48","Y","AAB8503123C61B41E040DC0A1F8A7174","1"
"KC10108","KC10134","KC69","KC47","000001","AAB8503123C81B41E040DC0A1F8A7174","1"
"KC10109","KC10134","KC69","KC48","Y","AAB8503123C91B41E040DC0A1F8A7174","1"
"KC10110","KC10135","KC69","KC47","000001","AAB8503123CB1B41E040DC0A1F8A7174","1"
"KC10111","KC10135","KC69","KC48","Y","AAB8503123CC1B41E040DC0A1F8A7174","1"
"KC10112","KC10138","KC69","KC47","000001","AAB8503123D01B41E040DC0A1F8A7174","1"
"KC10113","KC10138","KC69","KC48","Y","AAB8503123D11B41E040DC0A1F8A7174","1"
"KC10114","KC10139","KC69","KC47","000001","AAB8503123D31B41E040DC0A1F8A7174","1"
"KC10115","KC10140","KC69","KC47","000001","AAB8503123E71B41E040DC0A1F8A7174","1"
"KC10116","KC10140","KC69","KC48","Y","AAB8503123E81B41E040DC0A1F8A7174","1"
"KC10117","KC10141","KC69","KC47","000001","AAB8503123EA1B41E040DC0A1F8A7174","1"
"KC10118","KC10141","KC69","KC48","Y","AAB8503123EB1B41E040DC0A1F8A7174","1"
"KC1118","KC1290","KC69","KC47","000001","AAB8503123FF1B41E040DC0A1F8A7174","1"
"KC1119","KC1290","KC69","KC48","Y","AAB8503124001B41E040DC0A1F8A7174","1"
"KC1120","KC1291","KC69","KC47","000001","AAB8503124021B41E040DC0A1F8A7174","1"
"KC1121","KC1291","KC69","KC48","Y","AAB8503124031B41E040DC0A1F8A7174","1"
