"PERM_ID","OBJ_ID","VER_NBR","PERM_TMPL_ID","NMSPC_CD","NM","DESC_TXT","ACTV_IND"
"936","AA3F29ECA95677DAE040DC0A1F8A01CC","1","5","KC-AB","Submit AwardBudget","Submit award budget document","Y"
"937","AA3F29ECA95977DAE040DC0A1F8A01CC","1","58","KC-AB","Approve AwardBudget","Approve award budget document","Y"
"938","AA3F29ECA95B77DAE040DC0A1F8A01CC","1","58","KC-AB","Post AwardBudget","Post award budget document","Y"
"939","AA3F29ECA95D77DAE040DC0A1F8A01CC","1","58","KC-AB","Create AwardBudget","Create award budget document","Y"
"940","AA3F29ECA95F77DAE040DC0A1F8A01CC","1","58","KC-AB","Maintain AwardBudgetRouting","Maintaining Award budget routing","Y"
"941","AA3F29ECA96177DAE040DC0A1F8A01CC","1","60","KC-AB","Modify AwardBudget","Modify Award Budget at unit level","Y"
"942","AA3F29ECA96377DAE040DC0A1F8A01CC","1","59","KC-AB","View AwardBudget","View Award Budget at unit level","Y"
"943","AA3F29ECA96477DAE040DC0A1F8A01CC","1","16","KC-PROTOCOL","Modify Batch Correspondence Detail","Modify Batch Correspondence Detail","Y"
"944","AA3F29ECA96677DAE040DC0A1F8A01CC","1","40","KC-PROTOCOL","View Batch Correspondence Detail","View Batch Correspondence Detail","Y"
"945","AA3F29ECA96877DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Protocol Online Review Comments","View Protocol Online Review Comments","Y"
"946","AA3F29ECA96B77DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Maintain Protocol Online Review Comments","Maintain Protocol Online Review Comments","Y"
"947","AA3F29ECA96E77DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","Maintain Protocol Online Reviews","Maintain Protocol Online Reviews","Y"
"948","AA3F29ECA97177DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Perform Committee Actions","Perform committee actions","Y"
"952","AA3F29ECA97877DAE040DC0A1F8A01CC","1","38","KC-SYS","Populate KC Groups","Authorizes users to modify the information on the Assignees Tab of the Group Document and the Group section of the Membership Tab on the Person Document for groups with namespaces beginning with KC.","Y"
"957","AA3F2E2DAD33D111E040DC0A1F8A01E3","0","53","KC-PD","Maintain Questionnaire Usage","Add/Edit Questionnaire Usages for Proposal Development","Y"
"958","AA3F2E2DAD34D111E040DC0A1F8A01E3","0","53","KC-PROTOCOL","Maintain Questionnaire Usage","Add/Edit Questionnaire Usages for Protocol","Y"
"959","AA3F29ECA97377DAE040DC0A1F8A01CC","1","16","KC-PROTOCOL","Modify Notification Template","","Y"
"960","AA3F29ECA97577DAE040DC0A1F8A01CC","1","40","KC-PROTOCOL","View Notification Template","","Y"
"961","AA3F29ECA97A77DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Edit Protocol Billable","can check the billable check box or not","Y"
"962","AA3F29ECA97B77DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Modify Protocol Submission","modify an existing protocol submission","Y"
"963","AA3F29ECA97777DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Protocol Review Not Required","permission for marking protocol as review not required","Y"
"964","AA3F2E2DAD32D111E040DC0A1F8A01E3","1","58","KC-AWARD","Create Award Account","Create Award Account","Y"
"965","AA3F2E2DAD31D111E040DC0A1F8A01E3","1","59","KC-PROTOCOL","Maintain Protocol Notes","permission for maintaining notes on a submitted protocol","Y"
"966","AA3F2ECC2843ADD5E040DC0A1F8A01F1","1","10","KC-T","Create Time And Money Document","Initiate a new Time and Money Document","Y"
"967","AA3F2ECC2844ADD5E040DC0A1F8A01F1","1","16","KC-T","Modify Time And Money Document","Modify a Time and Money Document","Y"
"968","AA3F2ECC2845ADD5E040DC0A1F8A01F1","1","15","KC-T","Save Time And Money Document","Save a Time and Money Document","Y"
"969","AA3F2ECC2846ADD5E040DC0A1F8A01F1","1","5","KC-T","Submit Time And Money Document","Submit a Time and Money Document","Y"
"970","AA3F2ECC2847ADD5E040DC0A1F8A01F1","1","40","KC-T","Open Time And Money Document","Open a Time and Money Document","Y"
"971","AA3F2ECC2848ADD5E040DC0A1F8A01F1","1","14","KC-T","Cancel Time And Money Document","Cancel a Time and Money Document","Y"
"972","AA3F2ECC2849ADD5E040DC0A1F8A01F1","1","59","KC-T","View Time And Money Document","View a Time and Money Document","Y"
"973","AA3F2F38360DEFB5E040DC0A1F8A01FB","1","58","KC-PD","Delete Proposal","Delete a Proposal","Y"
"974","AA3F2F5F1BC70D45E040DC0A1F8A0205","1","27","KC-SYS","View Active Special Review Types","Can view all active special review types","Y"
"975","AA3F2F5F1BE40D45E040DC0A1F8A0205","1","58","KC-PROTOCOL","Create Any Amendment","Create amendments on any protocol","Y"
"976","AA3F2F5F1BE50D45E040DC0A1F8A0205","1","58","KC-PROTOCOL","Create Any Renewal","Create renewals for any protocol","Y"
"977","AA3F2F5F1BE60D45E040DC0A1F8A0205","1","58","KC-PROTOCOL","Submit Any Protocol","Submit Any Protocol","Y"
"978","AA3F2F5F1BE70D45E040DC0A1F8A0205","1","60","KC-PROTOCOL","Maintain Protocol Review Comments","Maintain Protocol Review Comments","Y"
"979","AA3F2F5F1BE80D45E040DC0A1F8A0205","1","60","KC-PROTOCOL","Maintain Protocol Related Proj","Maintain Protocols link to award and proposal","Y"
"980","AA3F2F5F1BE90D45E040DC0A1F8A0205","1","60","KC-PROTOCOL","Maintain Any Protocol Access","Maintain Any Protocol Access","Y"
"981","AA3F2F5F1BEA0D45E040DC0A1F8A0205","1","60","KC-PROTOCOL","Add Any Protocol Notes","Add Any Protocol Notes","Y"
"982","AA3F2F5F1BEB0D45E040DC0A1F8A0205","1","60","KC-PD","Modify Proposal Rates","Modify Proposal Budget Rates","Y"
"842","AA3F29ECA87477DAE040DC0A1F8A01CC","1","10","KC-PD","Create ProposalDevelopmentDocument","Create Proposal Development Document","Y"
"843","AA3F29ECA87677DAE040DC0A1F8A01CC","1","10","KC-PROTOCOL","Create ProtocolDocument","Create Protocol Document","Y"
"844","AA3F29ECA87877DAE040DC0A1F8A01CC","1","10","KC-PROTOCOL","Create CommitteeDocument","Add new committees in a unit","Y"
"845","AA3F29ECA87A77DAE040DC0A1F8A01CC","1","10","KC-AWARD","Create Award","Create Award","Y"
"846","AA3F29ECA87C77DAE040DC0A1F8A01CC","1","5","KC-PD","Submit ProposalDevelopmentDocument","Submit a Proposal for approval","Y"
"847","AA3F29ECA87E77DAE040DC0A1F8A01CC","1","5","KC-PROTOCOL","Submit Protocol","Submit a Protocol to IRB for review","Y"
"848","AA3F29ECA88077DAE040DC0A1F8A01CC","1","60","KC-PD","Modify ProposalDevelopmentDocument","Modify Proposal Development Document","Y"
"849","AA3F29ECA88377DAE040DC0A1F8A01CC","1","60","KC-PD","Modify Budget","Create/Modify Proposal Budget","Y"
"850","AA3F29ECA88677DAE040DC0A1F8A01CC","1","60","KC-PD","Modify Narrative","Create/Modify Proposal Narrative","Y"
"851","AA3F29ECA88977DAE040DC0A1F8A01CC","1","60","KC-PD","Modify ProposalPermissions","Assign Users to Proposal Roles","Y"
"852","AA3F29ECA88C77DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Modify Protocol","Modify Protocol Document","Y"
"853","AA3F29ECA88F77DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Modify ProtocolPermissions","Assign Users to Protocol Roles","Y"
"854","AA3F29ECA89277DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Modify Committee","Modify existing committees in a unit","Y"
"855","AA3F29ECA89577DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Modify Schedule","Modify schedule details for committees in a unit","Y"
"856","AA3F29ECA89877DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Maintain Memberships","Maintain membership details in committees in a unit","Y"
"857","AA3F29ECA89B77DAE040DC0A1F8A01CC","1","60","KC-PROTOCOL","Maintain Minutes","Add/modify/delete minute entries in any schedule for committees in a unit","Y"
"858","AA3F29ECA89E77DAE040DC0A1F8A01CC","1","60","KC-AWARD","Modify Award","Modify Award","Y"
"859","AA3F29ECA8A177DAE040DC0A1F8A01CC","1","60","KC-AWARD","Maintain Award Documents","Maintain Award Documents","Y"
"860","AA3F29ECA8A477DAE040DC0A1F8A01CC","1","59","KC-PD","View Proposal","View Proposal Development Document","Y"
"861","AA3F29ECA8A777DAE040DC0A1F8A01CC","1","59","KC-PD","View Budget","View Proposal Budget","Y"
"862","AA3F29ECA8AA77DAE040DC0A1F8A01CC","1","59","KC-PD","View Narratives","View Proposal Narrative","Y"
"863","AA3F29ECA8AD77DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Protocol","View Protocol Document","Y"
"864","AA3F29ECA8B077DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Minutes","View Minutes","Y"
"865","AA3F29ECA8B377DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Committee","View all committees in a unit","Y"
"866","AA3F29ECA8B677DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Schedule","View schedule details of committees in a unit","Y"
"867","AA3F29ECA8B977DAE040DC0A1F8A01CC","1","59","KC-PROTOCOL","View Agenda","View Agenda","Y"
"868","AA3F29ECA8BC77DAE040DC0A1F8A01CC","1","59","KC-AWARD","View Award","View Award","Y"
"869","AA3F29ECA8BF77DAE040DC0A1F8A01CC","1","59","KC-AWARD","View Award Documents","View Award Documents","Y"
"870","AA3F29ECA8C277DAE040DC0A1F8A01CC","1","58","KC-PD","Alter Proposal Data","Change proposal master data once the proposal is locked","Y"
"871","AA3F29ECA8C577DAE040DC0A1F8A01CC","1","58","KC-PD","Print Proposal","Print proposal on a sponsor specific path","Y"
"872","AA3F29ECA8C877DAE040DC0A1F8A01CC","1","58","KC-PD","Certify","Certify","Y"
"873","AA3F29ECA8CB77DAE040DC0A1F8A01CC","1","58","KC-PD","Submit to Sponsor","Submit a Proposal to Grants.gov","Y"
"874","AA3F29ECA8CE77DAE040DC0A1F8A01CC","1","58","KC-PD","Add Proposal Viewer","Assign User to Proposal Viewer Role","Y"
"875","AA3F29ECA8D177DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Create Ammendment","Create a new ammendment for a protocol","Y"
"876","AA3F29ECA8D477DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Create Renewal","Create a new renewal for a protocol","Y"
"877","AA3F29ECA8D777DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Administrative Correction","Perform Administrative Corrections on Protocols","Y"
"878","AA3F29ECA8DA77DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Maintain Protocol Submissions","Modify Protocol Submission details","Y"
"879","AA3F29ECA8DD77DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Add Notes","Add Protocol Notes","Y"
"880","AA3F29ECA8E077DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","View Restricted Notes","View Restricted Notes in Protocols","Y"
"881","AA3F29ECA8E377DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Generate Agenda","Generate Agenda","Y"
"882","AA3F29ECA8E677DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Generate Minutes","Generate Minutes","Y"
"883","AA3F29ECA8E977DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","Generate Schedule","Generate Schedule","Y"
"884","AA3F29ECA8EC77DAE040DC0A1F8A01CC","1","58","KC-PROTOCOL","View Member Details","View membership details for a member in a committee","Y"
