"ATTR_DATA_ID","PERM_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KCoeus1025","KCoeus884","KCoeus74","13","CommitteeDocument","B6A90093ACB58D60E040DC0A1F8A1D16",1
"KCoeus1026","KCoeus885","KCoeus74","13","ProtocolDocument","B6A90093ACB78D60E040DC0A1F8A1D16",1
"KCoeus1027","KCoeus886","KCoeus74","13","ProposalDevelopmentDocument","B6A90093ACB98D60E040DC0A1F8A1D16",1
"KCoeus1028","KCoeus887","KCoeus74","13","ProtocolDocument","B6A90093ACBB8D60E040DC0A1F8A1D16",1
"KCoeus1029","KCoeus888","3","13","ProposalLogMaintenanceDocument","B6A90093ACBD8D60E040DC0A1F8A1D16",1
"KCoeus1030","KCoeus889","3","13","ProposalLogMaintenanceDocument","B6A90093ACBF8D60E040DC0A1F8A1D16",1
"KCoeus1031","KCoeus890","3","13","ProposalLogMaintenanceDocument","B6A90093ACC18D60E040DC0A1F8A1D16",1
"KCoeus1032","KCoeus891","3","13","QuestionnaireMaintenanceDocument","B6A90093ACC38D60E040DC0A1F8A1D16",1
"KCoeus1033","KCoeus892","3","13","QuestionnaireMaintenanceDocument","B6A90093ACC58D60E040DC0A1F8A1D16",1
"KCoeus1034","KCoeus894","3","13","KC","B6A90093ACC88D60E040DC0A1F8A1D16",1
"KCoeus1035","KCoeus895","3","13","KC","B6A90093ACCA8D60E040DC0A1F8A1D16",1
"KCoeus1036","KCoeus896","3","13","KC","B6A90093ACCC8D60E040DC0A1F8A1D16",1
"KCoeus1037","KCoeus897","3","13","KC","B6A90093ACCE8D60E040DC0A1F8A1D16",1
"KCoeus1038","KCoeus898","8","13","KC","B6A90093ACD08D60E040DC0A1F8A1D16",1
"KCoeus1039","KCoeus899","59","13","KC","B6A90093ACD28D60E040DC0A1F8A1D16",1
"KCoeus1040","KCoeus899","59","8","false","B6A90093ACD38D60E040DC0A1F8A1D16",1
"KCoeus1041","KCoeus900","5","14","A","B6A90093ACD58D60E040DC0A1F8A1D16",1
"KCoeus1042","KCoeus900","5","13","KC","B6A90093ACD68D60E040DC0A1F8A1D16",1
"KCoeus1043","KCoeus901","5","14","F","B6A90093ACD88D60E040DC0A1F8A1D16",1
"KCoeus1044","KCoeus901","5","13","KC","B6A90093ACD98D60E040DC0A1F8A1D16",1
"KCoeus1045","KCoeus902","5","14","K","B6A90093ACDB8D60E040DC0A1F8A1D16",1
"KCoeus1046","KCoeus902","5","13","KC","B6A90093ACDC8D60E040DC0A1F8A1D16",1
"KCoeus1047","KCoeus903","3","13","KcMaintenanceDocument","B6A90093ACDE8D60E040DC0A1F8A1D16",1
"KCoeus1048","KCoeus904","18","4","KC*","B6A90093ACE08D60E040DC0A1F8A1D16",1
"KCoeus1049","KCoeus905","19","4","KC*","B6A90093ACE28D60E040DC0A1F8A1D16",1
"KCoeus1050","KCoeus906","20","4","KC*","B6A90093ACE48D60E040DC0A1F8A1D16",1
"KCoeus1051","KCoeus907","16","4","KC*","B6A90093ACE68D60E040DC0A1F8A1D16",1
"KCoeus1052","KCoeus910","3","13","ProposalDevelopmentDocument","B6A90093ACEA8D60E040DC0A1F8A1D16",1
"KCoeus1053","KCoeus911","3","13","ProtocolDocument","B6A90093ACEC8D60E040DC0A1F8A1D16",1
"KCoeus1054","KCoeus912","3","13","CommitteeDocument","B6A90093ACEE8D60E040DC0A1F8A1D16",1
"KCoeus1055","KCoeus913","3","13","AwardDocument","B6A90093ACF08D60E040DC0A1F8A1D16",1
"KCoeus1056","KCoeus914","3","13","TimeAndMoneyDocument","B6A90093ACF28D60E040DC0A1F8A1D16",1
"KCoeus1057","KCoeus915","3","13","QuestionMaintenanceDocument","B6A90093ACF48D60E040DC0A1F8A1D16",1
"KCoeus1058","KCoeus916","3","13","QuestionMaintenanceDocument","B6A90093ACF68D60E040DC0A1F8A1D16",1
"KCoeus1059","KCoeus917","3","13","ProposalLogMaintenanceDocument","B6A90093ACF88D60E040DC0A1F8A1D16",1
"KCoeus1060","KCoeus918","3","13","ProposalLogMaintenanceDocument","B6A90093ACFA8D60E040DC0A1F8A1D16",1
"KCoeus1061","KCoeus919","3","13","ProposalLogMaintenanceDocument","B6A90093ACFC8D60E040DC0A1F8A1D16",1
"KCoeus1062","KCoeus920","3","13","InstitutionalProposalDocument","B6A90093ACFE8D60E040DC0A1F8A1D16",1
"KCoeus1063","KCoeus921","3","13","InstitutionalProposalDocument","B6A90093AD008D60E040DC0A1F8A1D16",1
"KCoeus1064","KCoeus922","3","13","InstitutionalProposalDocument","B6A90093AD028D60E040DC0A1F8A1D16",1
"KCoeus1065","KCoeus923","3","13","InstitutionalProposalDocument","B6A90093AD048D60E040DC0A1F8A1D16",1
"KCoeus1066","KCoeus924","3","13","InstitutionalProposalDocument","B6A90093AD068D60E040DC0A1F8A1D16",1
"KCoeus1067","KCoeus925","3","13","InstitutionalProposalDocument","B6A90093AD088D60E040DC0A1F8A1D16",1
"KCoeus1068","KCoeus926","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD0A8D60E040DC0A1F8A1D16",1
"KCoeus1069","KCoeus927","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD0C8D60E040DC0A1F8A1D16",1
"KCoeus1070","KCoeus928","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD0E8D60E040DC0A1F8A1D16",1
"KCoeus1071","KCoeus929","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD108D60E040DC0A1F8A1D16",1
"KCoeus1072","KCoeus930","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD128D60E040DC0A1F8A1D16",1
"KCoeus1073","KCoeus931","3","13","IntellectualPropertyReviewMaintenanceDocument","B6A90093AD148D60E040DC0A1F8A1D16",1
"KCoeus1074","KCoeus932","18","18","OSP Administrator","B6A90093AD168D60E040DC0A1F8A1D16",1
"KCoeus1075","KCoeus933","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","B6A90093AD188D60E040DC0A1F8A1D16",1
"KCoeus1076","KCoeus934","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","B6A90093AD1A8D60E040DC0A1F8A1D16",1
"KCoeus1077","KCoeus935","3","13","AwardBudgetDocument","B6A90093AD1C8D60E040DC0A1F8A1D16",1
"KCoeus1078","KCoeus936","3","13","AwardBudgetDocument","B6A90093AD1E8D60E040DC0A1F8A1D16",1
"KCoeus1079","KCoeus936","3","13","AwardBudgetDocument","B6A90093AD1F8D60E040DC0A1F8A1D16",1
"KCoeus1080","KCoeus937","3","13","AwardBudgetDocument","B6A90093AD218D60E040DC0A1F8A1D16",1
"KCoeus1081","KCoeus938","3","13","AwardBudgetDocument","B6A90093AD238D60E040DC0A1F8A1D16",1
"KCoeus1082","KCoeus939","3","13","AwardBudgetDocument","B6A90093AD258D60E040DC0A1F8A1D16",1
"KCoeus1083","KCoeus940","3","13","AwardBudgetDocument","B6A90093AD278D60E040DC0A1F8A1D16",1
"KCoeus1084","KCoeus941","KCoeus73","13","AwardBudgetDocument","B6A90093AD298D60E040DC0A1F8A1D16",1
"KCoeus1085","KCoeus943","3","13","BatchCorrespondenceDetailMaintenanceDocument","B6A90093AD2C8D60E040DC0A1F8A1D16",1
"KCoeus1086","KCoeus944","3","13","BatchCorrespondenceDetailMaintenanceDocument","B6A90093AD2E8D60E040DC0A1F8A1D16",1
"KCoeus1087","KCoeus945","KCoeus73","13","ProtocolDocument","B6A90093AD308D60E040DC0A1F8A1D16",1
"KCoeus1088","KCoeus945","KCoeus73","KCoeus49","reviewComments","B6A90093AD318D60E040DC0A1F8A1D16",1
"KCoeus1089","KCoeus946","KCoeus73","13","ProtocolOnlineReviewDocument","B6A90093AD338D60E040DC0A1F8A1D16",1
"KCoeus1090","KCoeus946","KCoeus73","KCoeus49","reviewComments","B6A90093AD348D60E040DC0A1F8A1D16",1
"KCoeus1091","KCoeus947","KCoeus73","13","ProtocolDocument","B6A90093AD368D60E040DC0A1F8A1D16",1
"KCoeus1092","KCoeus947","KCoeus73","KCoeus49","onlineReviews","B6A90093AD378D60E040DC0A1F8A1D16",1
"KCoeus1093","KCoeus948","3","13","CommitteeDocument","B6A90093AD398D60E040DC0A1F8A1D16",1
"KCoeus1096","KCoeus952","21","4","KC*","B6A90093AD408D60E040DC0A1F8A1D16",1
"KCoeus1103","KCoeus959","3","13","ProtocolNotificationTemplateMaintenanceDocument","B6A90093AD3B8D60E040DC0A1F8A1D16",1
"KCoeus1104","KCoeus960","3","13","ProtocolNotificationTemplateMaintenanceDocument","B6A90093AD3D8D60E040DC0A1F8A1D16",1
"KCoeus1105","KCoeus964","KCoeus74","13","AwardDocument","B6A9041F234ABA87E040DC0A1F8A1D34",1
"KCoeus1106","KCoeus964","KCoeus74","KCoeus50","Create award account","B6A9041F234BBA87E040DC0A1F8A1D34",1
"KCoeus1107","KCoeus966","3","13","TimeAndMoneyDocument","B6A9048F749A7930E040DC0A1F8A1D42",1
"KCoeus1108","KCoeus967","3","13","TimeAndMoneyDocument","B6A9048F749B7930E040DC0A1F8A1D42",1
"KCoeus1109","KCoeus968","3","13","TimeAndMoneyDocument","B6A9048F749C7930E040DC0A1F8A1D42",1
"KCoeus1110","KCoeus969","3","13","TimeAndMoneyDocument","B6A9048F749D7930E040DC0A1F8A1D42",1
"KCoeus1111","KCoeus970","3","13","TimeAndMoneyDocument","B6A9048F749E7930E040DC0A1F8A1D42",1
"KCoeus1112","KCoeus971","3","13","TimeAndMoneyDocument","B6A9048F749F7930E040DC0A1F8A1D42",1
"KCoeus1113","KCoeus972","3","13","TimeAndMoneyDocument","B6A9048F74A07930E040DC0A1F8A1D42",1
"KCoeus1114","KCoeus973","KCoeus74","KCoeus50","delete_proposal","B6A9050127E765A3E040DC0A1F8A1D4C",1
"KCoeus1115","KCoeus973","KCoeus74","13","ProposalDevelopmentDocument","B6A9050127E865A3E040DC0A1F8A1D4C",1
"KCoeus1116","KCoeus982","KCoeus73","KCoeus49","budget","B6A9051D48DEF9D0E040DC0A1F8A1D56",1
"KCoeus1117","KCoeus982","KCoeus73","13","ProposalDevelopmentDocument","B6A9051D48DFF9D0E040DC0A1F8A1D56",1
"KCoeus1122","KCoeus995","KCoeus73","KCoeus49","protocol","C041EF59655E6B48E040DC0A1F8A15A8",1
"KCoeus1123","KCoeus995","KCoeus73","13","ProtocolDocument","C041EF59655F6B48E040DC0A1F8A15A8",1
"KCoeus1135","KCoeus1017","3","13","IacucProtocolDocument","C041EF5967AC6B48E040DC0A1F8A15A8",1
"KCoeus1136","KCoeus1018","KCoeus74","KCoeus50","create_ammendment","C041EF5967B06B48E040DC0A1F8A15A8",1
"KCoeus1137","KCoeus1018","KCoeus74","13","IacucProtocolDocument","C041EF5967B16B48E040DC0A1F8A15A8",1
"KCoeus1138","KCoeus1019","KCoeus74","13","IacucProtocolDocument","C041EF5967B46B48E040DC0A1F8A15A8",1
"KCoeus1139","KCoeus1019","KCoeus74","KCoeus50","create_renewal","C041EF5967B56B48E040DC0A1F8A15A8",1
"KCoeus1140","KCoeus1020","3","13","IacucProtocolDocument","C041EF5967B86B48E040DC0A1F8A15A8",1
"KCoeus1141","KCoeus1021","KCoeus73","KCoeus49","iacucProtocol","C041EF5967BB6B48E040DC0A1F8A15A8",1
"KCoeus1142","KCoeus1021","KCoeus73","13","IacucProtocolDocument","C041EF5967BC6B48E040DC0A1F8A15A8",1
"KCoeus1143","KCoeus1022","KCoeus73","KCoeus49","protocol_permissions","C041EF5967BF6B48E040DC0A1F8A15A8",1
"KCoeus1144","KCoeus1022","KCoeus73","13","IacucProtocolDocument","C041EF5967C06B48E040DC0A1F8A15A8",1
"KCoeus1145","KCoeus1023","KCoeus73","13","IacucProtocolDocument","C041EF5967C36B48E040DC0A1F8A15A8",1
"KCoeus1146","KCoeus1023","KCoeus73","KCoeus49","iacucProtocol","C041EF5967C46B48E040DC0A1F8A15A8",1
"KCoeus1147","KCoeus1024","KCoeus74","13","IacucProtocolDocument","C041EF5967C76B48E040DC0A1F8A15A8",1
"KCoeus1148","KCoeus1024","KCoeus74","KCoeus50","add_notes","C041EF5967C86B48E040DC0A1F8A15A8",1
"KCoeus1149","KCoeus1025","KCoeus74","13","IacucProtocolDocument","C041EF5967CB6B48E040DC0A1F8A15A8",1
"KCoeus1150","KCoeus1026","3","13","UnitMaintenanceDocument","C041EF5967E36B48E040DC0A1F8A15A8",1
"KCoeus1151","KCoeus1027","3","13","UnitMaintenanceDocument","C041EF5967E66B48E040DC0A1F8A15A8",1
"KCoeus1154","KCoeus1028","3","13","AwardTemplateMaintenanceDocument","C041EF5968296B48E040DC0A1F8A15A8",1
"KCoeus1155","KCoeus1029","3","13","AwardTemplateMaintenanceDocument","C041EF59682C6B48E040DC0A1F8A15A8",1
"KCoeus1156","KCoeus1030","3","13","AwardTemplateMaintenanceDocument","C041EF59682F6B48E040DC0A1F8A15A8",1
"KCoeus1157","KCoeus1005","3","13","SubAwardDocument","C041EF5968336B48E040DC0A1F8A15A8",1
"KCoeus1158","KCoeus1006","3","13","SubAwardDocument","C041EF5968346B48E040DC0A1F8A15A8",1
"KCoeus1159","KCoeus1007","3","13","SubAwardDocument","C041EF5968356B48E040DC0A1F8A15A8",1
"KCoeus1160","KCoeus1031","KCoeus73","KCoeus49","budget","C041EF5968446B48E040DC0A1F8A15A8",1
"KCoeus1161","KCoeus1031","KCoeus73","13","ProposalDevelopmentDocument","C041EF5968456B48E040DC0A1F8A15A8",1
"KCoeus1162","KCoeus1032","KCoeus73","KCoeus49","budget","C041EF5968476B48E040DC0A1F8A15A8",1
"KCoeus1163","KCoeus1032","KCoeus73","13","ProposalDevelopmentDocument","C041EF5968486B48E040DC0A1F8A15A8",1
"KCoeus1164","KCoeus1033","3","13","SponsorHierarchyDocument","C041EF5968786B48E040DC0A1F8A15A8",1
"KCoeus1167","KCoeus1036","3","13","SponsorMaintenanceDocument","C041EF5968826B48E040DC0A1F8A15A8",1
"KCoeus1168","KCoeus1037","3","13","SponsorMaintenanceDocument","C041EF5968856B48E040DC0A1F8A15A8",1
"KCoeus1169","KCoeus1038","3","13","RolodexMaintenanceDocument","C041EF5968896B48E040DC0A1F8A15A8",1
"KCoeus1170","KCoeus1039","3","13","RolodexMaintenanceDocument","C041EF59688E6B48E040DC0A1F8A15A8",1
"KCoeus1171","KCoeus1040","3","13","RolodexMaintenanceDocument","C041EF5968916B48E040DC0A1F8A15A8",1
"KCoeus1172","KCoeus1041","3","13","OrganizationMaintenanceDocument","C041EF5968956B48E040DC0A1F8A15A8",1
"KCoeus1173","KCoeus1042","3","13","OrganizationMaintenanceDocument","C041EF5968986B48E040DC0A1F8A15A8",1
"KCoeus1174","KCoeus1043","3","13","OrganizationMaintenanceDocument","C041EF59689B6B48E040DC0A1F8A15A8",1
"KCoeus1178","KCoeus1046","KCoeus73","KCoeus49","committee","EAAE523DB594A6E9E040DC0A1F8A0F5D",1
"KCoeus1179","KCoeus1046","KCoeus73","13","CommonCommitteeDocument","EAAE523DB595A6E9E040DC0A1F8A0F5D",1
"KCoeus1180","KCoeus1047","KCoeus73","KCoeus49","committee","EAAE523DB597A6E9E040DC0A1F8A0F5D",1
"KCoeus1181","KCoeus1047","KCoeus73","13","CommonCommitteeDocument","EAAE523DB598A6E9E040DC0A1F8A0F5D",1
"KCoeus1182","KCoeus1048","3","13","CommonCommitteeDocument","EAAE523DB59AA6E9E040DC0A1F8A0F5D",1
"KCoeus1183","KCoeus1060","KCoeus74","13","IacucProtocolDocument","EAAE523DB5BCA6E9E040DC0A1F8A0F5D",1
"KCoeus1184","KCoeus1063","KCoeus73","KCoeus49","iacucProtocol","EAAE523DB5C4A6E9E040DC0A1F8A0F5D",1
"KCoeus1185","KCoeus1063","KCoeus73","13","IacucProtocolDocument","EAAE523DB5C5A6E9E040DC0A1F8A0F5D",1
"KCoeus1186","KCoeus1064","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","EAAE523DB5CBA6E9E040DC0A1F8A0F5D",1
"KCoeus1187","KCoeus1065","3","13","ProtocolCorrespondenceTemplateMaintenanceDocument","EAAE523DB5CDA6E9E040DC0A1F8A0F5D",1
"KCoeus1188","KCoeus1070","3","13","DocumentTypeDocument","EAAE523DB5DBA6E9E040DC0A1F8A0F5D",1
"KCoeus1189","KCoeus1071","3","13","RoutingRuleDocument","EAAE523DB5DDA6E9E040DC0A1F8A0F5D",1
"KCoeus1190","KCoeus1072","3","13","NamespaceMaintenanceDocument","EAAE523DB5DFA6E9E040DC0A1F8A0F5D",1
"KCoeus1191","KCoeus1073","3","13","ParameterTypeMaintenanceDocument","EAAE523DB5E1A6E9E040DC0A1F8A0F5D",1
"KCoeus1192","KCoeus1074","3","13","ParameterDetailTypeMaintenanceDocument","EAAE523DB5E3A6E9E040DC0A1F8A0F5D",1
"KCoeus1193","KCoeus1075","3","13","ParameterMaintenanceDocument","EAAE523DB5E5A6E9E040DC0A1F8A0F5D",1
"KCoeus1194","KCoeus1076","3","13","RoutingRuleDelegationMaintenanceDocument","EAAE523DB5E7A6E9E040DC0A1F8A0F5D",1
"KCoeus1195","KCoeus1077","3","13","CampusMaintenanceDocument","EAAE523DB5E9A6E9E040DC0A1F8A0F5D",1
"KCoeus1196","KCoeus1078","3","13","CampusTypeMaintenanceDocument","EAAE523DB5EBA6E9E040DC0A1F8A0F5D",1
"KCoeus1197","KCoeus1079","3","13","CountryMaintenanceDocument","EAAE523DB5EDA6E9E040DC0A1F8A0F5D",1
"KCoeus1198","KCoeus1080","3","13","CountyMaintenanceDocument","EAAE523DB5EFA6E9E040DC0A1F8A0F5D",1
"KCoeus1199","KCoeus1081","3","13","PostalCodeMaintenanceDocument","EAAE523DB5F1A6E9E040DC0A1F8A0F5D",1
"KCoeus1200","KCoeus1082","3","13","StateMaintenanceDocument","EAAE523DB5F3A6E9E040DC0A1F8A0F5D",1
"KCoeus1201","KCoeus1083","3","13","IdentityManagementDocument","EAAE523DB5F5A6E9E040DC0A1F8A0F5D",1
"KCoeus1202","KCoeus1084","3","13","AgendaMaintenanceDocument","EAAE523DB5F7A6E9E040DC0A1F8A0F5D",1
"KCoeus1203","KCoeus1085","3","13","ContextMaintenanceDocument","EAAE523DB5F9A6E9E040DC0A1F8A0F5D",1
"KCoeus1204","KCoeus1086","3","13","RuleMaintenanceDocument","EAAE523DB5FBA6E9E040DC0A1F8A0F5D",1
"KCoeus1205","KCoeus1087","3","13","TermMaintenanceDocument","EAAE523DB5FDA6E9E040DC0A1F8A0F5D",1
"KCoeus1206","KCoeus1088","3","13","TermSpecificationMaintenanceDocument","EAAE523DB5FFA6E9E040DC0A1F8A0F5D",1
"KCoeus1207","KCoeus1089","3","13","PeopleFlowMaintenanceDocument","EAAE523DB601A6E9E040DC0A1F8A0F5D",1
"KCoeus1208","KCoeus1090","3","13","AgendaEditorMaintenanceDocument","EAAE523DB603A6E9E040DC0A1F8A0F5D",1
"KCoeus1209","KCoeus1091","3","13","PersonMassChangeDocument","EAAE523DB65EA6E9E040DC0A1F8A0F5D",1
"KCoeus1210","KCoeus1093","3","13","SubAwardInvoiceMaintenanceDocument","EAAE523DB66FA6E9E040DC0A1F8A0F5D",1
"KCoeus1211","KCoeus1094","3","13","SubAwardInvoiceMaintenanceDocument","EAAE523DB672A6E9E040DC0A1F8A0F5D",1
"KCoeus1212","KCoeus1095","3","13","SubAwardInvoiceMaintenanceDocument","EAAE523DB675A6E9E040DC0A1F8A0F5D",1
"KCoeus1217","KCoeus1096","3","13","RolodexMaintenanceDocument","EAAE523DB684A6E9E040DC0A1F8A0F5D",1
"KCoeus1218","KCoeus1097","3","13","OrganizationMaintenanceDocument","EAAE523DB687A6E9E040DC0A1F8A0F5D",1
"KCoeus1219","KCoeus1098","3","13","SponsorMaintenanceDocument","EAAE523DB68BA6E9E040DC0A1F8A0F5D",1
"KCoeus1236","KCoeus1109","KCoeus74","13","IacucProtocolDocument","EAAE523DB700A6E9E040DC0A1F8A0F5D",1
"KCoeus1237","KCoeus1109","KCoeus74","KCoeus50","view_iacuc_restricted_notes","EAAE523DB701A6E9E040DC0A1F8A0F5D",1
"KCoeus1238","KCoeus1100","KCoeus73","13","iacucProtocolDocument","EAAE523DB705A6E9E040DC0A1F8A0F5D",1
"KCoeus1239","KCoeus1100","KCoeus73","KCoeus49","reviewComments","EAAE523DB706A6E9E040DC0A1F8A0F5D",1
"KCoeus1240","KCoeus1101","KCoeus73","13","IacucProtocolOnlineReviewDocument","EAAE523DB707A6E9E040DC0A1F8A0F5D",1
"KCoeus1241","KCoeus1101","KCoeus73","KCoeus49","reviewComments","EAAE523DB708A6E9E040DC0A1F8A0F5D",1
"KCoeus1242","KCoeus1111","3","13","CommonCommitteeDocument","EAAE523DB713A6E9E040DC0A1F8A0F5D",1
"KCoeus1243","KCoeus1112","KCoeus73","KCoeus49","schedule","EAAE523DB718A6E9E040DC0A1F8A0F5D",1
"KCoeus1244","KCoeus1112","KCoeus73","13","CommonCommitteeDocument","EAAE523DB719A6E9E040DC0A1F8A0F5D",1
"KCoeus1245","KCoeus1113","KCoeus73","KCoeus49","schedule","EAAE523DB71EA6E9E040DC0A1F8A0F5D",1
"KCoeus1246","KCoeus1113","KCoeus73","13","CommonCommitteeDocument","EAAE523DB71FA6E9E040DC0A1F8A0F5D",1
"KCoeus1247","KCoeus1114","3","13","IacucBatchCorrespondenceDetailMaintenanceDocument","EAAE523DB722A6E9E040DC0A1F8A0F5D",1
"KCoeus1248","KCoeus1115","3","13","IacucBatchCorrespondenceDetailMaintenanceDocument","EAAE523DB724A6E9E040DC0A1F8A0F5D",1
"KCoeus1249","KCoeus1032","KCoeus73","KCoeus49","personnel_salaries","EAAE523DB731A6E9E040DC0A1F8A0F5D",1
"KCoeus1254","KCoeus1131","3","13","CoiAttachmentTypeMaintenanceDocument","EAAE523DB7ACA6E9E040DC0A1F8A0F5D",1
"KCoeus1255","KCoeus1132","3","13","CoiDisclosureStatusMaintenanceDocument","EAAE523DB7AFA6E9E040DC0A1F8A0F5D",1
"KCoeus1256","KCoeus1133","3","13","CoiDispositionStatusMaintenanceDocument","EAAE523DB7B2A6E9E040DC0A1F8A0F5D",1
"KCoeus1257","KCoeus1134","3","13","CoiCommitteeRoleTypeMaintenanceDocument","EAAE523DB7B5A6E9E040DC0A1F8A0F5D",1
"KCoeus1258","KCoeus1135","3","13","CoiDisclosureEventTypeMaintenanceDocument","EAAE523DB7B8A6E9E040DC0A1F8A0F5D",1
"KCoeus1259","KCoeus1136","3","13","CoiReviewTypeMaintenanceDocument","EAAE523DB7BBA6E9E040DC0A1F8A0F5D",1
"KCoeus1260","KCoeus1137","3","13","CoiReviewerMaintenanceDocument","EAAE523DB7BEA6E9E040DC0A1F8A0F5D",1
"KCoeus1261","KCoeus1138","3","13","CoiStatusMaintenanceDocument","EAAE523DB7C1A6E9E040DC0A1F8A0F5D",1
"KCoeus1262","KCoeus1139","3","13","FinIntEntityRelTypeMaintenanceDocument","EAAE523DB7C4A6E9E040DC0A1F8A0F5D",1
"KCoeus1263","KCoeus1140","3","13","FinIntEntityStatusMaintenanceDocument","EAAE523DB7C7A6E9E040DC0A1F8A0F5D",1
"KCoeus1264","KCoeus1141","3","13","FinEntitiesDataGroupMaintenanceDocument","EAAE523DB7CAA6E9E040DC0A1F8A0F5D",1
"KCoeus1265","KCoeus1142","3","13","FinEntitiesDataMatrixMaintenanceDocument","EAAE523DB7CDA6E9E040DC0A1F8A0F5D",1
"KCoeus1270","KCoeus1143","3","13","NotificationTypeMaintenanceDocument","EAAE523DB80AA6E9E040DC0A1F8A0F5D",1
"KCoeus1271","KCoeus1144","3","13","NotificationTypeMaintenanceDocument","EAAE523DB80CA6E9E040DC0A1F8A0F5D",1
"KCoeus1272","KCoeus1147","3","13","CoiNoteTypeMaintenanceDocument","EAAE523DB817A6E9E040DC0A1F8A0F5D",1
"KCoeus1273","KCoeus1152","KCoeus74","13","ProtocolDocument","EAAE523DB83BA6E9E040DC0A1F8A0F5D",1
"KCoeus1274","KCoeus1152","KCoeus74","KCoeus50","view_irb_correspondence","EAAE523DB83CA6E9E040DC0A1F8A0F5D",1
"KCoeus1275","KCoeus1153","KCoeus74","13","IacucProtocolDocument","EAAE523DB83FA6E9E040DC0A1F8A0F5D",1
"KCoeus1276","KCoeus1153","KCoeus74","KCoeus50","view_iacuc_correspondence","EAAE523DB840A6E9E040DC0A1F8A0F5D",1
