"GRP_MBR_ID","GRP_ID","MBR_ID","MBR_TYP_CD","OBJ_ID","VER_NBR","ACTV_FRM_DT","ACTV_TO_DT"
"KC10031","1002001","10000000031","P","CB2CAFBC437939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10032","1002001","10000000032","P","CB2CAFBC437A39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10033","1002001","10000000033","P","CB2CAFBC437B39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10034","1002001","10000000034","P","CB2CAFBC437C39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10035","1002001","10000000035","P","CB2CAFBC437D39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10036","1002001","10000000036","P","CB2CAFBC437E39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10037","1002001","10000000037","P","CB2CAFBC437F39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10038","1002001","10000000038","P","CB2CAFBC438039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10039","1002001","10000000039","P","CB2CAFBC438139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10040","1002001","10000000040","P","CB2CAFBC438239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10041","1002001","10000000041","P","CB2CAFBC438339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10042","1002001","10000000042","P","CB2CAFBC438439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10043","1002001","10000000043","P","CB2CAFBC438539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10044","1002001","10000000044","P","CB2CAFBC438639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10045","1002001","10000000045","P","CB2CAFBC438739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10046","1002001","10000000046","P","CB2CAFBC438839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10047","1002001","10000000047","P","CB2CAFBC438939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10048","1002001","10000000048","P","CB2CAFBC438A39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10049","1002001","10000000049","P","CB2CAFBC438B39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10050","1002001","10000000050","P","CB2CAFBC438C39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10051","1002001","10000000051","P","CB2CAFBC438D39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10052","1002001","10000000052","P","CB2CAFBC438E39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10053","1002001","10000000053","P","CB2CAFBC438F39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10054","1002001","10000000054","P","CB2CAFBC439039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10055","1002001","10000000055","P","CB2CAFBC439139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10056","1002001","10000000112","P","CB2CAFBC439239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10057","1002002","10000000001","P","CB2CAFBC439339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10058","1002002","10000000046","P","CB2CAFBC439439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10059","1002002","10000000050","P","CB2CAFBC439539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10060","1002003","10000000001","P","CB2CAFBC439639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10061","1002003","10000000002","P","CB2CAFBC439739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10062","1002003","10000000004","P","CB2CAFBC439839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10063","1002003","10000000005","P","CB2CAFBC439939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10064","1002003","10000000006","P","CB2CAFBC439A39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10065","1002003","10000000007","P","CB2CAFBC439B39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10066","1002003","10000000008","P","CB2CAFBC439C39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10067","1002003","10000000009","P","CB2CAFBC439D39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10068","1002003","10000000010","P","CB2CAFBC439E39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10069","1002003","10000000011","P","CB2CAFBC439F39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10070","1002003","10000000012","P","CB2CAFBC43A039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10071","1002003","10000000013","P","CB2CAFBC43A139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10072","1002003","10000000014","P","CB2CAFBC43A239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10073","1002003","10000000015","P","CB2CAFBC43A339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10074","1002003","10000000016","P","CB2CAFBC43A439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10075","1002003","10000000017","P","CB2CAFBC43A539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10076","1002003","10000000018","P","CB2CAFBC43A639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10077","1002003","10000000019","P","CB2CAFBC43A739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10078","1002003","10000000020","P","CB2CAFBC43A839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10079","1002003","10000000021","P","CB2CAFBC43A939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10080","1002003","10000000022","P","CB2CAFBC43AA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10081","1002003","10000000023","P","CB2CAFBC43AB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10082","1002003","10000000024","P","CB2CAFBC43AC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10083","1002003","10000000025","P","CB2CAFBC43AD39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10084","1002003","10000000026","P","CB2CAFBC43AE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10085","1002003","10000000027","P","CB2CAFBC43AF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10086","1002003","10000000028","P","CB2CAFBC43B039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10087","1002003","10000000029","P","CB2CAFBC43B139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10088","1002003","10000000030","P","CB2CAFBC43B239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10089","1002003","10000000031","P","CB2CAFBC43B339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10090","1002003","10000000032","P","CB2CAFBC43B439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10091","1002003","10000000033","P","CB2CAFBC43B539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10092","1002003","10000000034","P","CB2CAFBC43B639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10093","1002003","10000000035","P","CB2CAFBC43B739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10094","1002003","10000000036","P","CB2CAFBC43B839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10095","1002003","10000000037","P","CB2CAFBC43B939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10096","1002003","10000000038","P","CB2CAFBC43BA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10097","1002003","10000000039","P","CB2CAFBC43BB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10098","1002003","10000000040","P","CB2CAFBC43BC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10099","1002003","10000000041","P","CB2CAFBC43BD39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10100","1002003","10000000042","P","CB2CAFBC43BE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10101","1002003","10000000043","P","CB2CAFBC43BF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10102","1002003","10000000044","P","CB2CAFBC43C039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10103","1002003","10000000045","P","CB2CAFBC43C139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10104","1002003","10000000046","P","CB2CAFBC43C239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10105","1002003","10000000047","P","CB2CAFBC43C339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10106","1002003","10000000048","P","CB2CAFBC43C439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10107","1002003","10000000049","P","CB2CAFBC43C539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10108","1002003","10000000050","P","CB2CAFBC43C639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10109","1002003","10000000051","P","CB2CAFBC43C739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10110","1002003","10000000052","P","CB2CAFBC43C839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10111","1002003","10000000053","P","CB2CAFBC43C939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10112","1002003","10000000054","P","CB2CAFBC43CA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10113","1002003","10000000055","P","CB2CAFBC43CB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10114","1002004","10000000001","P","CB2CAFBC43CC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10115","1002004","10000000002","P","CB2CAFBC43CD39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10116","1002004","10000000004","P","CB2CAFBC43CE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10117","1002004","10000000005","P","CB2CAFBC43CF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10118","1002004","10000000006","P","CB2CAFBC43D039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10119","1002004","10000000007","P","CB2CAFBC43D139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10120","1002004","10000000008","P","CB2CAFBC43D239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10121","1002004","10000000009","P","CB2CAFBC43D339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10122","1002004","10000000010","P","CB2CAFBC43D439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10123","1002004","10000000011","P","CB2CAFBC43D539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10124","1002004","10000000012","P","CB2CAFBC43D639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10125","1002004","10000000013","P","CB2CAFBC43D739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10126","1002004","10000000014","P","CB2CAFBC43D839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10127","1002004","10000000015","P","CB2CAFBC43D939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10128","1002004","10000000016","P","CB2CAFBC43DA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10129","1002004","10000000017","P","CB2CAFBC43DB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10130","1002004","10000000018","P","CB2CAFBC43DC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10131","1002004","10000000019","P","CB2CAFBC43DD39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10132","1002004","10000000020","P","CB2CAFBC43DE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10133","1002004","10000000021","P","CB2CAFBC43DF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10134","1002004","10000000022","P","CB2CAFBC43E039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10135","1002004","10000000023","P","CB2CAFBC43E139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10136","1002004","10000000024","P","CB2CAFBC43E239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10137","1002004","10000000025","P","CB2CAFBC43E339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10138","1002004","10000000026","P","CB2CAFBC43E439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10139","1002004","10000000027","P","CB2CAFBC43E539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10140","1002004","10000000028","P","CB2CAFBC43E639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10141","1002004","10000000029","P","CB2CAFBC43E739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10142","1002004","10000000030","P","CB2CAFBC43E839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10143","1002004","10000000031","P","CB2CAFBC43E939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10144","1002004","10000000032","P","CB2CAFBC43EA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10145","1002004","10000000033","P","CB2CAFBC43EB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10146","1002004","10000000034","P","CB2CAFBC43EC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10147","1002004","10000000035","P","CB2CAFBC43ED39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10148","1002004","10000000036","P","CB2CAFBC43EE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10149","1002004","10000000037","P","CB2CAFBC43EF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10150","1002004","10000000038","P","CB2CAFBC43F039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10151","1002004","10000000039","P","CB2CAFBC43F139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10152","1002004","10000000040","P","CB2CAFBC43F239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10153","1002004","10000000041","P","CB2CAFBC43F339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10154","1002004","10000000042","P","CB2CAFBC43F439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10155","1002004","10000000043","P","CB2CAFBC43F539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10156","1002004","10000000044","P","CB2CAFBC43F639BFE040DC0A1F8A472A",1,NULL,NULL
"KC10157","1002004","10000000045","P","CB2CAFBC43F739BFE040DC0A1F8A472A",1,NULL,NULL
"KC10158","1002004","10000000046","P","CB2CAFBC43F839BFE040DC0A1F8A472A",1,NULL,NULL
"KC10159","1002004","10000000047","P","CB2CAFBC43F939BFE040DC0A1F8A472A",1,NULL,NULL
"KC10160","1002004","10000000048","P","CB2CAFBC43FA39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10161","1002004","10000000049","P","CB2CAFBC43FB39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10162","1002004","10000000050","P","CB2CAFBC43FC39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10163","1002004","10000000051","P","CB2CAFBC43FD39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10164","1002004","10000000052","P","CB2CAFBC43FE39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10165","1002004","10000000053","P","CB2CAFBC43FF39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10166","1002004","10000000054","P","CB2CAFBC440039BFE040DC0A1F8A472A",1,NULL,NULL
"KC10167","1002004","10000000055","P","CB2CAFBC440139BFE040DC0A1F8A472A",1,NULL,NULL
"KC10168","1002005","10000000036","P","CB2CAFBC440239BFE040DC0A1F8A472A",1,NULL,NULL
"KC10169","1002006","10000000036","P","CB2CAFBC440339BFE040DC0A1F8A472A",1,NULL,NULL
"KC10170","1002007","10000000001","P","CB2CAFBC440439BFE040DC0A1F8A472A",1,NULL,NULL
"KC10171","1002007","10000000112","P","CB2CAFBC440539BFE040DC0A1F8A472A",1,NULL,NULL
"KC10172","1002001","10000000121","P","CB2CAFBC454B39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10173","10010000","10000000001","P","CB2CAFBC454C39BFE040DC0A1F8A472A",1,NULL,NULL
"KC10174","1002001","10010000","P","CB2CAFBC455C39BFE040DC0A1F8A472A",1,NULL,NULL
"KC1125","1002001","admin","P","B6A90093AC3A8D60E040DC0A1F8A1D16",1,NULL,NULL
"KC1126","1002004","1","P","B6A9041F236DBA87E040DC0A1F8A1D34",0,NULL,NULL
"KC1127","1002003","1","P","B6A9051D48DDF9D0E040DC0A1F8A1D56",1,NULL,NULL
