"NMSPC_CD","CMPNT_CD","PARM_NM","OBJ_ID","VER_NBR","PARM_TYP_CD","VAL","PARM_DESC_TXT","EVAL_OPRTR_CD","APPL_ID"
"KC-AWARD","Document","CFDA_BATCH_JOB_CRON_EXPRESSION","B6A9051D48C7F9D0E040DC0A1F8A1D56",1,"CONFG","0 0 0/2 * * ?","The cfda cron job is set to run at 6am every morning as the default. For a detailed explanation on the cron trigger and to modify it, please view the documentation on cron triggers in the quartz scheduler documentation, here http://quartz-scheduler.org/documentation/quartz-1.x/tutorials/crontrigger","A","KC"
"KC-AWARD","Document","CFDA_BATCH_JOB_CRON_START_TIME","B6A9051D48CAF9D0E040DC0A1F8A1D56",1,"CONFG",NULL,"Start time of the CFDA job","A","KC"
"KC-AWARD","Document","CFDA_BATCH_NOTIFICATION_RECIPIENT","B6A9051D48C9F9D0E040DC0A1F8A1D56",1,"CONFG",NULL,"Principal name of the person that should receive notifications when the CFDA batch job runs","A","KC"
"KC-AWARD","Document","CFDA_GOV_URL","B6A9051D48C8F9D0E040DC0A1F8A1D56",1,"CONFG","ftp://ftp.cfda.gov/programs","Url of the CFDA FTP site for the CFDA batch job","A","KC"
"KC-AWARD","Document","CommentTypeHelpUrl","B6A90093AABB8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/commenttype.htm","Award Comment Type Help","A","KC"
"KC-AWARD","Document","CostShareTypeHelpUrl","B6A90093AABC8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/costsharingtype.htm","Award Cost Share Type Help","A","KC"
"KC-AWARD","Document","ENABLE_AWD_ANT_OBL_DIRECT_INDIRECT_COST","B6A90093AABD8D60E040DC0A1F8A1D16",1,"CONFG","2143","obligated direct indirect cost","A","KC"
"KC-AWARD","Document","FEDERAL_SPONSOR_TYPE_CODE","C041EF5964FB6B48E040DC0A1F8A15A8",1,"CONFG","0","When the sponsor or the prime sponsor has the sponsor type specified in this parameter and the KFS parameter FEDERAL_ONLY_IND is \"Y\", the Effort reporting Document is routed.  Also is used in proposal for checking grants.gov checking.","A","KC"
"KC-AWARD","Document","FELLOWSHIP_OSP_ADMIN","B6A90093AABE8D60E040DC0A1F8A1D16",1,"CONFG","qucikStart","Fellowship admin name","A","KC"
"KC-AWARD","Document","FIN_SYSTEM_INTEGRATION_ON","B6A9051D48BBF9D0E040DC0A1F8A1D56",1,"CONFG","ON","Parameter to set the financial system integration feature ON or OFF.","A","KC"
"KC-AWARD","Document","GET_FIN_SYSTEM_URL_FROM_WSDL","C041EF5965466B48E040DC0A1F8A15A8",1,"CONFG","N","Whether or not to read the financial system service url directly from the WSDL file","A","KC"
"KC-AWARD","Document","REPORT_TRACKING_NOTIFICATIONS_BATCH_CRON_TRIGGER","EAAE523DB66CA6E9E040DC0A1F8A0F5D",1,"CONFG","0 */10 * * * ?","The cron expression to determine when the report tracking notification batch process will run.","A","KC"
"KC-AWARD","Document","REPORT_TRACKING_NOTIFICATIONS_BATCH_ENABLED","EAAE523DB66DA6E9E040DC0A1F8A0F5D",1,"CONFG","N","Used to determine whether the report tracking notification batch process will run at all.","A","KC"
"KC-AWARD","Document","REPORT_TRACKING_NOTIFICATIONS_BATCH_RECIPIENT","EAAE523DB66BA6E9E040DC0A1F8A0F5D",1,"CONFG","quickstart","This will be the user who receives the report tracking notification batch log.","A","KC"
"KC-AWARD","Document","TXN_TYPE_DEF_COPIED_AWARD","B6A90093AABF8D60E040DC0A1F8A1D16",1,"CONFG","9","New Transaction","A","KC"
"KC-AWARD","Document","award.creditsplit.enabled","B6A90093AAC08D60E040DC0A1F8A1D16",1,"CONFG","Y","Determines whether the Credit Split is turned on for Award","A","KC"
"KC-AWARD","Document","awardActionsHelp","B6A90093AAC18D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/awardactions.htm","Award Actions Help","A","KC"
"KC-AWARD","Document","awardActionsHelpUrl","C041EF5967F26B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/awardactions.htm","Award Actions Help","A","KC"
"KC-AWARD","Document","awardAddFundingProposalsHelp","C041EF59651E6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/addfundingproposals.htm","Add Funding Proposals Help","A","KC"
"KC-AWARD","Document","awardApprovedEquipmentHelpUrl","B6A90093AAC28D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/approvedequipment.htm","Award Approved Equipment Help","A","KC"
"KC-AWARD","Document","awardApprovedForeignTravelHelpUrl","B6A90093AAC38D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/approvedforeigntravel.htm","Award Approved Foreign Travel Help","A","KC"
"KC-AWARD","Document","awardApprovedSubawardHelpUrl","B6A90093AAC48D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/approvedsubawards.htm","Award Approved Subaward Help","A","KC"
"KC-AWARD","Document","awardAttachmentsHelpUrl","B6A90093AAC58D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/attachments.htm","Award Attachments Help","A","KC"
"KC-AWARD","Document","awardBudgetLimitsHelpUrl","C041EF5967EB6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/budgetlimits.htm","Award Budget Limits Help","A","KC"
"KC-AWARD","Document","awardBudgetOverviewHelp","C041EF5965206B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/budgetoverview.htm","Budget Overview Help","A","KC"
"KC-AWARD","Document","awardBudgetOverviewHelpUrl","C041EF5967EC6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/budgetoverview3.htm","Award Budget Overview Help","A","KC"
"KC-AWARD","Document","awardBudgetVersionsHelp","C041EF5965156B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/budgetversions3.htm","Budget Versions Help","A","KC"
"KC-AWARD","Document","awardCentralAdminContactsHelpUrl","C041EF5967EA6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/centraladministrationcontacts1.htm","Award Central Admin Help","A","KC"
"KC-AWARD","Document","awardCloseOutHelpUrl","C041EF5967F06B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/closeout.htm","Award Closeout Help","A","KC"
"KC-AWARD","Document","awardCloseoutHelpUrl","B6A90093AAC68D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/awardcloseout.htm","Award Report Term Help","A","KC"
"KC-AWARD","Document","awardCommentHelpUrl","B6A90093AAC78D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/comments.htm","Award Comment Help","A","KC"
"KC-AWARD","Document","awardCommitmentsHelp","B6A90093AAC88D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/commitments.htm","Award Commitments Help","A","KC"
"KC-AWARD","Document","awardContactHelpUrl","B6A90093AAC98D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/awarddocument.htm","Award Contact Help","A","KC"
"KC-AWARD","Document","awardContactsHelp","B6A90093AACA8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/contacts1.htm","Award Contacts Help","A","KC"
"KC-AWARD","Document","awardCostShareHelpUrl","B6A90093AACB8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/costsharing2.htm","Award Cost Share Help","A","KC"
"KC-AWARD","Document","awardCurrentFundingProposalsHelp","C041EF59651F6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/currentfundingproposals.htm","Current Funding Proposals Help","A","KC"
"KC-AWARD","Document","awardCustomDataHelp","B6A90093AACC8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/customdata4.htm","Award Custom Data Help","A","KC"
"KC-AWARD","Document","awardCustomDataHelpUrl","B6A90093AACD8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/customdata5.htm","Award Custom Data Help","A","KC"
"KC-AWARD","Document","awardDataValidationHelpUrl","C041EF5967F36B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/datavalidation4.htm","Award Data Validation Help","A","KC"
"KC-AWARD","Document","awardDetailsDatesHelp","C041EF5965196B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/detailsdates.htm","Details and Dates Help","A","KC"
"KC-AWARD","Document","awardFandaRateHelpUrl","B6A90093AACE8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/farates.htm","Award F and A Rate Help","A","KC"
"KC-AWARD","Document","awardHelpUrl","B6A90093AACF8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/award.htm","Award Help","A","KC"
"KC-AWARD","Document","awardHomeHelp","B6A90093AAD08D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/award1.htm","Award Home Help","A","KC"
"KC-AWARD","Document","awardInstitutionalAuthHelp","C041EF5965146B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/institutionalauthorization.htm","Institutional Authorization Help","A","KC"
"KC-AWARD","Document","awardKeywordHelpUrl","EAAE523DB6A0A6E9E040DC0A1F8A0F5D",1,"HELP","default.htm?turl=Documents/keywords2.htm","Award Keywords Help","A","KC"
"KC-AWARD","Document","awardMedusaHelpUrl","C041EF5967F46B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/medusa3.htm","Award Medusa Help","A","KC"
"KC-AWARD","Document","awardNoteAndAttachmentsHelp","B6A90093AAD18D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/commentsnotesattachments.htm","Award Note and Attachments Help","A","KC"
"KC-AWARD","Document","awardNotesHelp","C041EF59651A6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/notes2.htm","Notes Help","A","KC"
"KC-AWARD","Document","awardPaymentsReportsAndTermsHelp","B6A90093AAD28D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/paymentreportsterms.htm","Award Payments Reports and Terms Help","A","KC"
"KC-AWARD","Document","awardPaymentsandInvoicesHelpUrl","C041EF5967ED6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/paymentsinvoices.htm","Award Payments and Invoices Help","A","KC"
"KC-AWARD","Document","awardPersonCreditSplitHelpUrl","B6A90093AAD38D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/keypersonnelandcreditsplit.htm","Award Person Credit Split Help","A","KC"
"KC-AWARD","Document","awardQuestionsHelp","B6A90093AAD48D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/awarddocument.htm","Award Questions Help","A","KC"
"KC-AWARD","Document","awardReportTermHelpUrl","B6A90093AAD58D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/terms.htm","Award Report Term Help","A","KC"
"KC-AWARD","Document","awardReportsHelpUrl","C041EF5967EE6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/reports.htm","Award Reports Help","A","KC"
"KC-AWARD","Document","awardSpecialApprovalHelpUrl","C041EF5967EF6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/specialapproval.htm","Award Special Approval Help","A","KC"
"KC-AWARD","Document","awardSpecialReviewHelp","B6A90093AAD68D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/specialreview5.htm","Award Special Review Help","A","KC"
"KC-AWARD","Document","awardSpecialReviewHelpUrl","C041EF5967F16B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/specialreview4.htm","Award Special Review Help","A","KC"
"KC-AWARD","Document","awardSponsorAuthHelp","C041EF5965136B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/sponsorauthorization.htm","Sponsor Authorization Help","A","KC"
"KC-AWARD","Document","awardSponsorContactsHelpUrl","C041EF5967E96B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/sponsorcontacts.htm","Award Sponsor Contact Help","A","KC"
"KC-AWARD","Document","awardSponsorTemplateHelp","C041EF5965186B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/sponsortemplate.htm","Sponsor Template Help","A","KC"
"KC-AWARD","Document","awardTimeAndMoneyHelp","B6A90093AAD78D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/timeandmoneysubpanel.htm","Award Time and Money Help","A","KC"
"KC-AWARD","Document","awardUncertifiedKeyPersonnel","C041EF5965116B48E040DC0A1F8A15A8",1,"CONFG","1","Determines whether award validation behavior when the award include uncertified Key Personnel. 0 = No validation, 1 = validation with warning message, 2 = validation with error message.","A","KC"
"KC-AWARD","Document","awardUnitContactsHelpUrl","C041EF5967E86B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/unitcontacts1.htm","Award Unit Contact Help","A","KC"
"KC-AWARD","Document","closeoutReportTypeFinancialReport","B6A90093AAD88D60E040DC0A1F8A1D16",1,"CONFG","1","This system parameter maps the CloseoutReportType Financial Report(closeoutReoprtTypeCode=1) with ReportClass Fiscal(reportClassCode=1). If this system parameter is changed - the corresponding values in CloseoutReportType and ReportClass tables should be updated as well.","A","KC"
"KC-AWARD","Document","closeoutReportTypeInvoice","C041EF5965126B48E040DC0A1F8A15A8",1,"CONFG","6","This system parameter maps the CloseoutReportType Invoice(closeoutReoprtTypeCode=6) with ReportClass Payment/Invoice(reportClassCode=6). If this system parameter is changed - the corresponding values in CloseoutReportType and ReportClass tables should be updated as well.","A","KC"
"KC-AWARD","Document","closeoutReportTypePatent","B6A90093AAD98D60E040DC0A1F8A1D16",1,"CONFG","3","This system parameter maps the CloseoutReportType Patent(closeoutReoprtTypeCode=3) with ReportClass Intellectual Property(reportClassCode=3). If this system parameter is changed - the corresponding values in CloseoutReportType and ReportClass tables should be updated as well.","A","KC"
"KC-AWARD","Document","closeoutReportTypeProperty","B6A90093AADA8D60E040DC0A1F8A1D16",1,"CONFG","2","This system parameter maps the CloseoutReportType Property(closeoutReoprtTypeCode=2) with ReportClass Property(reportClassCode=2). If this system parameter is changed - the corresponding values in CloseoutReportType and ReportClass tables should be updated as well.","A","KC"
"KC-AWARD","Document","closeoutReportTypeTechnical","B6A90093AADB8D60E040DC0A1F8A1D16",1,"CONFG","4","This system parameter maps the CloseoutReportType Technical(closeoutReoprtTypeCode=4) with ReportClass Technical Management(reportClassCode=4). If this system parameter is changed - the corresponding values in CloseoutReportType and ReportClass tables should be updated as well.","A","KC"
"KC-AWARD","Document","closeoutReportTypeUserDefined","B6A90093AADC8D60E040DC0A1F8A1D16",1,"CONFG","UD","User Defined Close out Report Type","A","KC"
"KC-AWARD","Document","contactTypeOther","B6A90093AADD8D60E040DC0A1F8A1D16",1,"CONFG","8","Contact Type Code For Contact Type Other","A","KC"
"KC-AWARD","Document","enable.award.FnA.validation","B6A90093AAE08D60E040DC0A1F8A1D16",1,"CONFG","2","0=No validation of Award F&A or Benefits rates, 1=Award rates must be entered as valid rate pairs, 2=Single Award rates are validated against Valid Rates table","A","KC"
"KC-AWARD","Document","federalCapitalizationMinimum","B6A90093AADE8D60E040DC0A1F8A1D16",1,"CONFG","0.00","Federal Capitalization Minimum","A","KC"
"KC-AWARD","Document","institutionCapitalizationMinimum","B6A90093AADF8D60E040DC0A1F8A1D16",1,"CONFG","0.00","Institution Capitalization Minimum","A","KC"
"KC-AWARD","Document","option.warning.error.award.FnA.validation","C041EF5965166B48E040DC0A1F8A15A8",1,"CONFG","E","This parameter is used when paramater enable.award.FnA.validation = 2.If this parameter value = \"W\" then warning is given after validation and if value= \"E\" then error is given after validation.","A","KC"
"KC-AWARD","Document","reportClassForPaymentsAndInvoices","B6A90093AAE18D60E040DC0A1F8A1D16",1,"CONFG","6","Report Class For Payments And Invoices","A","KC"
"KC-AWARD","Document","scheduleGenerationPeriodInYearsWhenFrequencyBaseCodeIsFinalExpirationDate","B6A90093AAE28D60E040DC0A1F8A1D16",1,"CONFG","1","Schedule Generation Period In Years When Frequency Base Code Is Final Expiration Date","A","KC"
"KC-AWARD","Document","scope.sync.COMMENTS_TAB.AwardComment.commentTypeCode","B6A90093AAE38D60E040DC0A1F8A1D16",1,"CONFG","2,3,4,5,6","Comma delimited list of comment type codes to sync on the Comments Tab.","A","KC"
"KC-AWARD","Document","scope.sync.COST_SHARE.AwardComment.commentTypeCode","B6A90093AAE48D60E040DC0A1F8A1D16",1,"CONFG","9","Comma delimited list of comment type codes to sync on the Cost Share Tab.","A","KC"
"KC-AWARD","Document","scope.sync.PAYMENTS_AND_INVOICES_TAB.AwardComment.commentTypeCode","B6A90093AAE58D60E040DC0A1F8A1D16",1,"CONFG","1","Comma delimited list of comment type codes to sync on the Payments and Invoices Tab.","A","KC"
"KC-AWARD","Document","scope.sync.PAYMENTS_AND_INVOICES_TAB.AwardReportTerm.reportClassCode","B6A90093AAE68D60E040DC0A1F8A1D16",1,"CONFG","6","Comma delimited list of reportClassCodes for reports to sync on the Reports tab.","A","KC"
"KC-AWARD","Document","scope.sync.PREAWARD_AUTHORIZATIONS_TAB.AwardComment.commentTypeCode","B6A90093AAE78D60E040DC0A1F8A1D16",1,"CONFG","18,19","Comma delimited list of comment type codes to sync on the PreAward Authorizations Tab.","A","KC"
"KC-AWARD","Document","scope.sync.RATES_TAB.AwardComment.commentTypeCode","B6A90093AAE88D60E040DC0A1F8A1D16",1,"CONFG","20","Comma delimited list of comment type codes to sync on the Rates Tab.","A","KC"
"KC-AWARD","Document","scope.sync.REPORTS_TAB.AwardReportTerm.reportClassCode","B6A90093AAE98D60E040DC0A1F8A1D16",1,"CONFG","1,2,3,4,5,7","Comma delimited list of reportClassCodes for reports to sync on the Reports Tab.","A","KC"
"KC-B","All","instituteLaRateClassTypes","B6A90093AAEA8D60E040DC0A1F8A1D16",1,"CONFG","Y;L","Manages a list of Institute La rate class types.","A","KC"
"KC-B","All","instituteRateClassTypes","B6A90093AAEB8D60E040DC0A1F8A1D16",1,"CONFG","E;I;O;V;X","Manages a list of Institute rate class types.","A","KC"
"KC-B","Document","AWARD_BUDGET_STATUS_IN_PROGRESS_CODE","B6A90093AAEC8D60E040DC0A1F8A1D16",1,"CONFG","1","Default award budget status code","A","KC"
"KC-B","Document","AWARD_BUDGET_TYPE_NEW_PARAMETER","B6A90093AAED8D60E040DC0A1F8A1D16",1,"CONFG","1","Default award budget type code","A","KC"
"KC-B","Document","BROAD_F_AND_A","B6A90093AAEE8D60E040DC0A1F8A1D16",1,"CONFG","421502","Broad F&A","A","KC"
"KC-B","Document","ENABLE_COST_SHARE_SUBMIT","C041EF5965256B48E040DC0A1F8A15A8",1,"CONFG","1","Enable schools the option to submit or not-submit cost sharing at the summary and \\/ or line item levels","A","KUALI"
"KC-B","Document","JOBCODE_VALIDATION_ENABLED","B6A90093AAEF8D60E040DC0A1F8A1D16",1,"CONFG","Y","Whether Job code based validation is enabled","A","KC"
"KC-B","Document","SUBCONTRACTOR_DIRECT_GT_25K","EAAE523DB779A6E9E040DC0A1F8A0F5D",1,"CONFG","420620","Cost Element used to account for subcontract direct funds on budget (NIH Only) for subcontracts greater than 25,000. Related to CoeusQA-2115 expanded subaward file upload support.","A","KC"
"KC-B","Document","SUBCONTRACTOR_DIRECT_LT_25K","EAAE523DB77AA6E9E040DC0A1F8A0F5D",1,"CONFG","420600","Cost Element used to account for subcontract direct funds on budget (NIH Only) for subcontracts less than 25,000. Related to CoeusQA-2115 expanded subaward file upload support.","A","KC"
"KC-B","Document","SUBCONTRACTOR_F_AND_A_GT_25K","B6A90093AAF08D60E040DC0A1F8A1D16",1,"CONFG","420630","Subcontract F&A greater than 25K","A","KC"
"KC-B","Document","SUBCONTRACTOR_F_AND_A_LT_25K","B6A90093AAF18D60E040DC0A1F8A1D16",1,"CONFG","420610","Subcontract F&A less than 25K","A","KC"
"KC-B","Document","awardBudgetEbRateClassCode","B6A90093AAF28D60E040DC0A1F8A1D16",1,"CONFG","5","The EB rate class code to be used for award budget if the eb rates are overridden on commitements tab","A","KC"
"KC-B","Document","awardBudgetEbRateTypeCode","B6A90093AAF38D60E040DC0A1F8A1D16",1,"CONFG","6","The EB rate type code to be used for award budget if the eb rates are overridden on commitements tab","A","KC"
"KC-B","Document","budgetActionJustificationHelpUrl","C041EF59681C6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/budgetjustification.htm","Budget Justification Help","A","KC"
"KC-B","Document","budgetActionPrintFormsHelpUrl","C041EF59681B6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/printforms.htm","Budget Print Forms Help","A","KC"
"KC-B","Document","budgetActionSubAwardHelpUrl","C041EF59681D6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/subawardbudget.htm","Budget SubAward Help","A","KC"
"KC-B","Document","budgetActionsHelp","B6A90093AAF48D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/budgetactions.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetCategoryHelpUrl","B6A90093AAF58D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/budgetcategory.htm","Budget Category Help","A","KC"
"KC-B","Document","budgetCategoryType.participantSupport","EAAE523DB767A6E9E040DC0A1F8A0F5D",1,"CONFG","S","Budget category type for Participant Support","A","KC"
"KC-B","Document","budgetCategoryType.personnel","B6A90093AAF68D60E040DC0A1F8A1D16",1,"CONFG","P","Personnel Budget Category Type","A","KC"
"KC-B","Document","budgetCostShareHelpUrl","B6A90093AAF78D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/costsharing.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetCostSharingApplicabilityFlag","B6A90093AAF88D60E040DC0A1F8A1D16",1,"CONFG","Y"," Flag indicating if Cost Sharing is applicable for the budget","A","KC"
"KC-B","Document","budgetCostSharingEnforcementFlag","B6A90093AAF98D60E040DC0A1F8A1D16",1,"CONFG","Y","Flag indicating if Cost Sharing allocation should be enforced","A","KC"
"KC-B","Document","budgetCurrentFiscalYear","B6A90093AAFA8D60E040DC0A1F8A1D16",1,"CONFG","07/01/2000"," The starting fiscal year for a budget","A","KC"
"KC-B","Document","budgetDirectCostHelpUrl","C041EF59681A6B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/directcost.htm","Budget Direct Cost  Help","A","KC"
"KC-B","Document","budgetDistributionAndIncomeDetailsHelpUrl","C041EF5968196B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/incomedetails.htm","Budget Income Details Help","A","KC"
"KC-B","Document","budgetDistributionAndIncomeHelp","B6A90093AAFB8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/distributionincome.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetDistributionAndIncomeSummaryHelpUrl","C041EF5968186B48E040DC0A1F8A15A8",1,"HELP","default.htm?turl=Documents/incomesummary.htm","Budget Income Summary Help","A","KC"
"KC-B","Document","budgetDocumentHelp","B6A90093AAFC8D60E040DC0A1F8A1D16",1,"HELP","default.htm?turl=Documents/budget.htm","Budget Document Help","A","KC"
